"z","dest","src","probability","transition energy (in eV)"
87,6,26,"1.31790E-06","4.30870E+03"
87,7,26,"2.48379E-06","3.64070E+03"
87,8,26,"4.95168E-06","3.12476E+03"
87,9,26,"3.70469E-05","2.98506E+03"
87,10,26,"1.42094E-05","1.11616E+03"
87,11,26,"1.49092E-06","9.88890E+02"
87,12,26,"1.42807E-06","8.19000E+02"
87,13,26,"1.42519E-06","5.83460E+02"
87,14,26,"1.03780E-05","5.51810E+02"
88,1,3,"2.86148E-01","8.54360E+04"
88,1,4,"4.67317E-01","8.84760E+04"
88,1,6,"5.32217E-02","9.94340E+04"
88,1,7,"1.03579E-01","1.00136E+05"
88,1,8,"1.69219E-03","1.00669E+05"
88,1,9,"1.97859E-03","1.00812E+05"
88,1,11,"1.30879E-02","1.03271E+05"
88,1,12,"2.61248E-02","1.03453E+05"
88,1,13,"4.79687E-04","1.03683E+05"
88,1,14,"5.61606E-04","1.03717E+05"
88,1,18,"3.12578E-03","1.04120E+05"
88,1,19,"6.04326E-03","1.04160E+05"
88,1,20,"8.71414E-05","1.04239E+05"
88,1,21,"1.01089E-04","1.04244E+05"
88,1,25,"4.90797E-04","1.04295E+05"
88,2,3,"1.21330E-05","6.72000E+02"
88,2,4,"5.46801E-03","3.77600E+03"
88,2,6,"4.33931E-02","1.47473E+04"
88,2,7,"4.16861E-02","1.54451E+04"
88,2,8,"1.82200E-03","1.59882E+04"
88,2,9,"2.72070E-03","1.61316E+04"
88,2,11,"1.15170E-02","1.81834E+04"
88,2,12,"1.24070E-02","1.83647E+04"
88,2,13,"2.97901E-04","1.85952E+04"
88,2,14,"4.75401E-04","1.86289E+04"
88,2,18,"2.60990E-03","1.90317E+04"
88,2,19,"2.82751E-03","1.90722E+04"
88,2,20,"4.80531E-05","1.91507E+04"
88,2,21,"7.72071E-05","1.91565E+04"
88,2,25,"4.45681E-04","1.92071E+04"
88,3,4,"2.35220E-05","3.10400E+03"
88,3,5,"9.93459E-03","1.36632E+04"
88,3,7,"4.69690E-04","1.46933E+04"
88,3,8,"3.58640E-01","1.52359E+04"
88,3,10,"2.64580E-03","1.73703E+04"
88,3,12,"1.37290E-04","1.76927E+04"
88,3,13,"7.81020E-02","1.79232E+04"
88,3,15,"4.23800E-04","1.82603E+04"
88,3,17,"6.42440E-04","1.83064E+04"
88,3,19,"3.11920E-05","1.84002E+04"
88,3,20,"1.34790E-02","1.84787E+04"
88,3,24,"1.22350E-04","1.85205E+04"
88,4,5,"1.90201E-02","1.06223E+04"
88,4,6,"2.27791E-04","1.09614E+04"
88,4,7,"2.06361E-04","1.16604E+04"
88,4,8,"3.23722E-02","1.21963E+04"
88,4,9,"2.84672E-01","1.23399E+04"
88,4,10,"4.64402E-03","1.42663E+04"
88,4,11,"5.12363E-05","1.44074E+04"
88,4,12,"5.48593E-05","1.45887E+04"
88,4,13,"6.34933E-03","1.48192E+04"
88,4,14,"5.78233E-02","1.48529E+04"
88,4,15,"6.81984E-05","1.51563E+04"
88,4,16,"3.78132E-04","1.51648E+04"
88,4,17,"1.11671E-03","1.52024E+04"
88,4,18,"1.11951E-05","1.52557E+04"
88,4,19,"1.22201E-05","1.52962E+04"
88,4,20,"1.07401E-03","1.53747E+04"
88,4,21,"9.75435E-03","1.53805E+04"
88,4,24,"2.12241E-04","1.54165E+04"
88,4,25,"1.78031E-06","1.54311E+04"
88,5,6,"1.04000E-05","3.13100E+02"
88,5,7,"8.22150E-04","1.02140E+03"
88,5,11,"2.16650E-03","3.74650E+03"
88,5,12,"1.35890E-03","3.92779E+03"
88,5,18,"5.36700E-04","4.59478E+03"
88,5,19,"3.76000E-04","4.63527E+03"
88,5,25,"8.71820E-05","4.77022E+03"
88,6,8,"1.46950E-03","1.22330E+03"
88,6,10,"8.99638E-04","3.29230E+03"
88,6,13,"4.63839E-03","3.84523E+03"
88,6,17,"2.21320E-04","4.22837E+03"
88,6,20,"9.66148E-04","4.40068E+03"
88,6,24,"4.21799E-05","4.44246E+03"
88,7,8,"1.40970E-05","5.15000E+02"
88,7,9,"2.88751E-04","6.62400E+02"
88,7,10,"1.80030E-03","2.58400E+03"
88,7,13,"8.61062E-04","3.13693E+03"
88,7,14,"6.53411E-03","3.17064E+03"
88,7,17,"4.24541E-04","3.52007E+03"
88,7,20,"1.62600E-04","3.69238E+03"
88,7,21,"1.25240E-03","3.69818E+03"
88,7,24,"7.54922E-05","3.73416E+03"
88,8,11,"2.15489E-03","2.21010E+03"
88,8,12,"2.03609E-04","2.39139E+03"
88,8,15,"4.50269E-02","2.95900E+03"
88,8,18,"5.22178E-04","3.05838E+03"
88,8,19,"4.85959E-05","3.09887E+03"
88,8,25,"6.65138E-05","3.23382E+03"
88,9,12,"1.52420E-03","2.24399E+03"
88,9,15,"2.18160E-03","2.81160E+03"
88,9,16,"4.26990E-02","2.82011E+03"
88,9,19,"3.56630E-04","2.95147E+03"
88,10,11,"1.60634E-05","1.41100E+02"
88,10,12,"3.93419E-04","3.22390E+02"
88,10,18,"2.71174E-04","9.89380E+02"
88,10,19,"7.88150E-05","1.02987E+03"
88,10,25,"4.91513E-05","1.16482E+03"
88,11,13,"1.00004E-03","4.11830E+02"
88,11,17,"2.36853E-04","7.94970E+02"
88,11,20,"6.35180E-05","9.67280E+02"
88,11,24,"4.37445E-05","1.00906E+03"
88,12,13,"1.41035E-05","2.30540E+02"
88,12,14,"1.98320E-04","2.64250E+02"
88,12,17,"2.41577E-04","6.13680E+02"
88,12,20,"2.26075E-05","7.85990E+02"
88,12,21,"1.34353E-04","7.91790E+02"
88,12,24,"4.35285E-05","8.27770E+02"
88,13,15,"3.89717E-04","3.37070E+02"
88,13,18,"1.08709E-04","4.36450E+02"
88,13,19,"1.30569E-05","4.76940E+02"
88,13,25,"1.60799E-05","6.11890E+02"
88,14,15,"1.55180E-05","3.03360E+02"
88,14,16,"3.44391E-04","3.11870E+02"
88,14,19,"9.51962E-05","4.43230E+02"
88,15,20,"3.18990E-05","2.18380E+02"
88,15,21,"2.08110E-06","2.24180E+02"
88,16,21,"3.08021E-05","2.15670E+02"
88,1,26,"8.61444E-04","1.04301E+05"
88,2,26,"4.33091E-04","1.92134E+04"
88,3,26,"1.07679E-05","1.85492E+04"
88,4,26,"1.63517E-05","1.54497E+04"
88,5,26,"5.82500E-05","4.77648E+03"
88,6,26,"2.86829E-06","4.47727E+03"
88,7,26,"6.55791E-06","3.76897E+03"
88,8,26,"5.90818E-06","3.24008E+03"
88,9,26,"4.40200E-05","3.09268E+03"
88,10,26,"1.61875E-05","1.17108E+03"
88,11,26,"3.38688E-06","1.04387E+03"
88,12,26,"3.32724E-06","8.62580E+02"
88,13,26,"1.81148E-06","6.18150E+02"
88,14,26,"1.32340E-05","5.84440E+02"
89,1,3,"2.86898E-01","8.76760E+04"
89,1,4,"4.66207E-01","9.08848E+04"
89,1,6,"5.32646E-02","1.02102E+05"
89,1,7,"1.03729E-01","1.02847E+05"
89,1,8,"1.73589E-03","1.03389E+05"
89,1,9,"2.01729E-03","1.03539E+05"
89,1,11,"1.31559E-02","1.06085E+05"
89,1,12,"2.63428E-02","1.06279E+05"
89,1,13,"4.96797E-04","1.06514E+05"
89,1,14,"5.78396E-04","1.06550E+05"
89,1,18,"3.16098E-03","1.06971E+05"
89,1,19,"6.15126E-03","1.07015E+05"
89,1,20,"9.40484E-05","1.07097E+05"
89,1,21,"1.08639E-04","1.07104E+05"
89,1,25,"5.33056E-04","1.07161E+05"
89,2,3,"1.22830E-05","6.85000E+02"
89,2,4,"6.08238E-03","3.96500E+03"
89,2,6,"4.56809E-02","1.51903E+04"
89,2,7,"4.28469E-02","1.59315E+04"
89,2,8,"1.96559E-03","1.64760E+04"
89,2,9,"2.93369E-03","1.66263E+04"
89,2,11,"1.21820E-02","1.87432E+04"
89,2,12,"1.28790E-02","1.89366E+04"
89,2,13,"3.24719E-04","1.91725E+04"
89,2,14,"5.18998E-04","1.92084E+04"
89,2,18,"2.81749E-03","1.96292E+04"
89,2,19,"3.00689E-03","1.96733E+04"
89,2,20,"5.44788E-05","1.97552E+04"
89,2,21,"8.78517E-05","1.97616E+04"
89,2,25,"4.99588E-04","1.98187E+04"
89,3,4,"2.68371E-05","3.28000E+03"
89,3,5,"1.02130E-02","1.40807E+04"
89,3,7,"4.93271E-04","1.51660E+04"
89,3,8,"3.67091E-01","1.57133E+04"
89,3,10,"2.73141E-03","1.79135E+04"
89,3,12,"1.45430E-04","1.82516E+04"
89,3,13,"8.07702E-02","1.84875E+04"
89,3,15,"4.54471E-04","1.88341E+04"
89,3,17,"6.74262E-04","1.88889E+04"
89,3,19,"3.38301E-05","1.89883E+04"
89,3,20,"1.45160E-02","1.90702E+04"
89,3,24,"1.35270E-04","1.91178E+04"
89,4,5,"1.96259E-02","1.08701E+04"
89,4,6,"2.38568E-04","1.12146E+04"
89,4,7,"2.16288E-04","1.19554E+04"
89,4,8,"3.30698E-02","1.25010E+04"
89,4,9,"2.90678E-01","1.26522E+04"
89,4,10,"4.83686E-03","1.46335E+04"
89,4,11,"5.35436E-05","1.47782E+04"
89,4,12,"5.78316E-05","1.49716E+04"
89,4,13,"6.53045E-03","1.52075E+04"
89,4,14,"5.95616E-02","1.52434E+04"
89,4,15,"7.34324E-05","1.55541E+04"
89,4,16,"4.06637E-04","1.55633E+04"
89,4,17,"1.18179E-03","1.56089E+04"
89,4,18,"1.19199E-05","1.56642E+04"
89,4,19,"1.31709E-05","1.57083E+04"
89,4,20,"1.14959E-03","1.57902E+04"
89,4,21,"1.04739E-02","1.57966E+04"
89,4,24,"2.34838E-04","1.58378E+04"
89,4,25,"2.03408E-06","1.58537E+04"
89,5,6,"1.04640E-05","3.19600E+02"
89,5,7,"8.97017E-04","1.07040E+03"
89,5,11,"2.27979E-03","3.86950E+03"
89,5,12,"1.37560E-03","4.06286E+03"
89,5,18,"5.76138E-04","4.75551E+03"
89,5,19,"3.92029E-04","4.79964E+03"
89,5,25,"1.00620E-04","4.94499E+03"
89,6,8,"1.55601E-03","1.27510E+03"
89,6,10,"9.26383E-04","3.40520E+03"
89,6,13,"4.73432E-03","3.97919E+03"
89,6,17,"2.31601E-04","4.38060E+03"
89,6,20,"1.03140E-03","4.56188E+03"
89,6,24,"4.58282E-05","4.60953E+03"
89,7,8,"1.39770E-05","5.24300E+02"
89,7,9,"2.93490E-04","6.79800E+02"
89,7,10,"1.87550E-03","2.65440E+03"
89,7,13,"8.93499E-04","3.22839E+03"
89,7,14,"6.75720E-03","3.26428E+03"
89,7,17,"4.48810E-04","3.62980E+03"
89,7,20,"1.75560E-04","3.81108E+03"
89,7,21,"1.35280E-03","3.81752E+03"
89,7,24,"8.26399E-05","3.85873E+03"
89,8,11,"2.18699E-03","2.27480E+03"
89,8,12,"2.04919E-04","2.46816E+03"
89,8,15,"4.70577E-02","3.05070E+03"
89,8,18,"5.30717E-04","3.16081E+03"
89,8,19,"4.83407E-05","3.20494E+03"
89,8,25,"7.61155E-05","3.35029E+03"
89,9,12,"1.53950E-03","2.31266E+03"
89,9,15,"2.26960E-03","2.89520E+03"
89,9,16,"4.44190E-02","2.90436E+03"
89,9,19,"3.59920E-04","3.04944E+03"
89,10,11,"1.57767E-05","1.44700E+02"
89,10,12,"4.13877E-04","3.38060E+02"
89,10,18,"2.86614E-04","1.03071E+03"
89,10,19,"7.87333E-05","1.07484E+03"
89,10,25,"5.59176E-05","1.22019E+03"
89,11,13,"1.00955E-03","4.29290E+02"
89,11,17,"2.40217E-04","8.30700E+02"
89,11,20,"6.64650E-05","1.01198E+03"
89,11,24,"4.55758E-05","1.05963E+03"
89,12,13,"1.36744E-05","2.35930E+02"
89,12,14,"1.95457E-04","2.71820E+02"
89,12,17,"2.50175E-04","6.37340E+02"
89,12,20,"2.45684E-05","8.18620E+02"
89,12,21,"1.46231E-04","8.25060E+02"
89,12,24,"4.70118E-05","8.66270E+02"
89,13,15,"4.13502E-04","3.46610E+02"
89,13,18,"1.19651E-04","4.56720E+02"
89,13,19,"1.41721E-05","5.00850E+02"
89,13,25,"1.95311E-05","6.46200E+02"
89,14,15,"1.62819E-05","3.10720E+02"
89,14,16,"3.63028E-04","3.19880E+02"
89,14,19,"1.04030E-04","4.64960E+02"
89,15,20,"4.04950E-05","2.36080E+02"
89,15,21,"2.63050E-06","2.42520E+02"
89,16,21,"3.92548E-05","2.33360E+02"
89,1,26,"9.56563E-04","1.07168E+05"
89,2,26,"4.97338E-04","1.98260E+04"
89,3,26,"1.42324E-05","1.91515E+04"
89,4,26,"2.49694E-05","1.58762E+04"
89,5,26,"6.58118E-05","4.95235E+03"
89,6,26,"4.51492E-06","4.64929E+03"
89,7,26,"1.05710E-05","3.89849E+03"
89,8,26,"6.71226E-06","3.35765E+03"
89,9,26,"5.01001E-05","3.20215E+03"
89,10,26,"1.77760E-05","1.22755E+03"
89,11,26,"5.08246E-06","1.09939E+03"
89,12,26,"5.27941E-06","9.06030E+02"
89,13,26,"2.19341E-06","6.53560E+02"
89,14,26,"1.61099E-05","6.17670E+02"
90,1,3,"2.87670E-01","8.99570E+04"
90,1,4,"4.65020E-01","9.33474E+04"
90,1,6,"5.33040E-02","1.04817E+05"
90,1,7,"1.03960E-01","1.05602E+05"
90,1,8,"1.77890E-03","1.06270E+05"
90,1,9,"2.05490E-03","1.06270E+05"
90,1,11,"1.32230E-02","1.08948E+05"
90,1,12,"2.65690E-02","1.09154E+05"
90,1,13,"5.14230E-04","1.09395E+05"
90,1,14,"5.95300E-04","1.09433E+05"
90,1,18,"3.19630E-03","1.09873E+05"
90,1,19,"6.26000E-03","1.09921E+05"
90,1,20,"1.01160E-04","1.10006E+05"
90,1,21,"1.16310E-04","1.10013E+05"
90,1,25,"5.58750E-04","1.10076E+05"
90,2,3,"1.23570E-05","6.98000E+02"
90,2,4,"6.73288E-03","4.16300E+03"
90,2,6,"4.78298E-02","1.56395E+04"
90,2,7,"4.38299E-02","1.64239E+04"
90,2,8,"2.10939E-03","1.69803E+04"
90,2,9,"3.14739E-03","1.71389E+04"
90,2,11,"1.28230E-02","1.93157E+04"
90,2,12,"1.32990E-02","1.95218E+04"
90,2,13,"3.52099E-04","1.97632E+04"
90,2,14,"5.63288E-04","1.98014E+04"
90,2,18,"3.02269E-03","2.02406E+04"
90,2,19,"3.17559E-03","2.02886E+04"
90,2,20,"6.12458E-05","2.03738E+04"
90,2,21,"9.90727E-05","2.03809E+04"
90,2,25,"5.51618E-04","2.04445E+04"
90,3,4,"3.05831E-05","3.46500E+03"
90,3,5,"1.04830E-02","1.45103E+04"
90,3,7,"5.17682E-04","1.56431E+04"
90,3,8,"3.75571E-01","1.62016E+04"
90,3,10,"2.81931E-03","1.84694E+04"
90,3,12,"1.53880E-04","1.88238E+04"
90,3,13,"8.34752E-02","1.90652E+04"
90,3,15,"4.86391E-04","1.94215E+04"
90,3,17,"7.06982E-04","1.94852E+04"
90,3,19,"3.66071E-05","1.95906E+04"
90,3,20,"1.55650E-02","1.96758E+04"
90,3,24,"1.48240E-04","1.97295E+04"
90,4,5,"2.02469E-02","1.11181E+04"
90,4,6,"2.49359E-04","1.14695E+04"
90,4,7,"2.26319E-04","1.22560E+04"
90,4,8,"3.37349E-02","1.28095E+04"
90,4,9,"2.96529E-01","1.29679E+04"
90,4,10,"5.03129E-03","1.50044E+04"
90,4,11,"5.58329E-05","1.51527E+04"
90,4,12,"6.08598E-05","1.53588E+04"
90,4,13,"6.70758E-03","1.56002E+04"
90,4,14,"6.12548E-02","1.56384E+04"
90,4,15,"7.88558E-05","1.59565E+04"
90,4,16,"4.36209E-04","1.59663E+04"
90,4,17,"1.24770E-03","1.60202E+04"
90,4,18,"1.26380E-05","1.60776E+04"
90,4,19,"1.41650E-05","1.61256E+04"
90,4,20,"1.22370E-03","1.62108E+04"
90,4,21,"1.11920E-02","1.62179E+04"
90,4,24,"2.53889E-04","1.62645E+04"
90,4,25,"2.24949E-06","1.62815E+04"
90,5,6,"1.05280E-05","3.26300E+02"
90,5,7,"9.78718E-04","1.12170E+03"
90,5,11,"2.39950E-03","3.99560E+03"
90,5,12,"1.39140E-03","4.20174E+03"
90,5,18,"6.18539E-04","4.92047E+03"
90,5,19,"4.07779E-04","4.96849E+03"
90,5,25,"1.12660E-04","5.12438E+03"
90,6,8,"1.64939E-03","1.32920E+03"
90,6,10,"9.54227E-04","3.52100E+03"
90,6,13,"4.82878E-03","4.11679E+03"
90,6,17,"2.42229E-04","4.53684E+03"
90,6,20,"1.09670E-03","4.72737E+03"
90,6,24,"4.97688E-05","4.78105E+03"
90,7,8,"1.38730E-05","5.33800E+02"
90,7,9,"2.98839E-04","6.97600E+02"
90,7,10,"1.95530E-03","2.72560E+03"
90,7,13,"9.27158E-04","3.32139E+03"
90,7,14,"6.98828E-03","3.35956E+03"
90,7,17,"4.74519E-04","3.74144E+03"
90,7,20,"1.89010E-04","3.93197E+03"
90,7,21,"1.45590E-03","3.93909E+03"
90,7,24,"8.90218E-05","3.98565E+03"
90,8,11,"2.22890E-03","2.34010E+03"
90,8,12,"2.06170E-04","2.54624E+03"
90,8,15,"4.90380E-02","3.14385E+03"
90,8,18,"5.39140E-04","3.26497E+03"
90,8,19,"4.84660E-05","3.31299E+03"
90,8,25,"8.40190E-05","3.46888E+03"
90,9,12,"1.55459E-03","2.38244E+03"
90,9,15,"2.35539E-03","2.98005E+03"
90,9,16,"4.61037E-02","2.98991E+03"
90,9,19,"3.63188E-04","3.14919E+03"
90,10,11,"1.53739E-05","1.48300E+02"
90,10,12,"4.32556E-04","3.54440E+02"
90,10,18,"3.00233E-04","1.07317E+03"
90,10,19,"7.76930E-05","1.12119E+03"
90,10,25,"6.12854E-05","1.27708E+03"
90,11,13,"1.02080E-03","4.47490E+02"
90,11,17,"2.43510E-04","8.67540E+02"
90,11,20,"6.89608E-05","1.05807E+03"
90,11,24,"4.74210E-05","1.11175E+03"
90,12,13,"1.33350E-05","2.41350E+02"
90,12,14,"1.93923E-04","2.79520E+02"
90,12,17,"2.60289E-04","6.61400E+02"
90,12,20,"2.67240E-05","8.51930E+02"
90,12,21,"1.59057E-04","8.59050E+02"
90,12,24,"4.96298E-05","9.05610E+02"
90,13,15,"4.37661E-04","3.56260E+02"
90,13,18,"1.31650E-04","4.77380E+02"
90,13,19,"1.53810E-05","5.25400E+02"
90,13,25,"2.26450E-05","6.81290E+02"
90,14,15,"1.70700E-05","3.18090E+02"
90,14,16,"3.82550E-04","3.27950E+02"
90,14,19,"1.13480E-04","4.87230E+02"
90,15,20,"5.05275E-05","2.54320E+02"
90,15,21,"3.26899E-06","2.61440E+02"
90,16,21,"4.93386E-05","2.51580E+02"
90,1,26,"1.02900E-03","1.10085E+05"
90,2,26,"5.49958E-04","2.04530E+04"
90,3,26,"1.81538E-05","1.97680E+04"
90,4,26,"3.01274E-05","1.63075E+04"
90,5,26,"7.10299E-05","5.13289E+03"
90,6,26,"5.45038E-06","4.82563E+03"
90,7,26,"1.21490E-05","4.03023E+03"
90,8,26,"7.25190E-06","3.47739E+03"
90,9,26,"5.43257E-05","3.31359E+03"
90,10,26,"1.84495E-05","1.28559E+03"
90,11,26,"5.51657E-06","1.15633E+03"
90,12,26,"6.04860E-06","9.50190E+02"
90,13,26,"2.53780E-06","6.89800E+02"
90,14,26,"1.87320E-05","6.51630E+02"
91,1,3,"2.88439E-01","9.22834E+04"
91,1,4,"4.63919E-01","9.58664E+04"
91,1,6,"5.33429E-02","1.07585E+05"
91,1,7,"1.04180E-01","1.08417E+05"
91,1,8,"1.82300E-03","1.08986E+05"
91,1,9,"2.09300E-03","1.09154E+05"
91,1,11,"1.32910E-02","1.11870E+05"
91,1,12,"2.67829E-02","1.12089E+05"
91,1,13,"5.31759E-04","1.12336E+05"
91,1,14,"6.12069E-04","1.12377E+05"
91,1,18,"3.23089E-03","1.12834E+05"
91,1,19,"6.36819E-03","1.12886E+05"
91,1,20,"1.06280E-04","1.12974E+05"
91,1,21,"1.21450E-04","1.12982E+05"
91,1,25,"5.70799E-04","1.13047E+05"
91,2,3,"1.25020E-05","7.11000E+02"
91,2,4,"7.49180E-03","4.37000E+03"
91,2,6,"5.03970E-02","1.61037E+04"
91,2,7,"4.49910E-02","1.69305E+04"
91,2,8,"2.27610E-03","1.74919E+04"
91,2,9,"3.39420E-03","1.76663E+04"
91,2,11,"1.35680E-02","1.99029E+04"
91,2,12,"1.37900E-02","2.01224E+04"
91,2,13,"3.83620E-04","2.03693E+04"
91,2,14,"6.14620E-04","2.04098E+04"
91,2,18,"3.24090E-03","2.08671E+04"
91,2,19,"3.33640E-03","2.09189E+04"
91,2,20,"6.77330E-05","2.10069E+04"
91,2,21,"1.09630E-04","2.10146E+04"
91,2,25,"5.92950E-04","2.10804E+04"
91,3,4,"3.18270E-05","3.65900E+03"
91,3,5,"9.84309E-03","1.49466E+04"
91,3,7,"4.96200E-04","1.61388E+04"
91,3,8,"3.51140E-01","1.67020E+04"
91,3,10,"2.65830E-03","1.90399E+04"
91,3,12,"1.48700E-04","1.94114E+04"
91,3,13,"7.88189E-02","1.96583E+04"
91,3,15,"4.74460E-04","2.00244E+04"
91,3,17,"6.74489E-04","2.00968E+04"
91,3,19,"3.58300E-05","2.02079E+04"
91,3,20,"1.49210E-02","2.02959E+04"
91,3,22,"6.51749E-06","2.03944E+04"
91,3,24,"1.38180E-04","2.03520E+04"
91,4,5,"2.08669E-02","1.13662E+04"
91,4,6,"2.60588E-04","1.17264E+04"
91,4,7,"2.36748E-04","1.25576E+04"
91,4,8,"3.44078E-02","1.31223E+04"
91,4,9,"3.02378E-01","1.32908E+04"
91,4,10,"5.22926E-03","1.53809E+04"
91,4,11,"5.81516E-05","1.55329E+04"
91,4,12,"6.40015E-05","1.57524E+04"
91,4,13,"6.88325E-03","1.59993E+04"
91,4,14,"6.29386E-02","1.60398E+04"
91,4,15,"8.44714E-05","1.63654E+04"
91,4,16,"4.66547E-04","1.63760E+04"
91,4,17,"1.31169E-03","1.64378E+04"
91,4,18,"1.33149E-05","1.64971E+04"
91,4,19,"1.50759E-05","1.65489E+04"
91,4,20,"1.27439E-03","1.66369E+04"
91,4,21,"1.16599E-02","1.66446E+04"
91,4,22,"1.14779E-06","1.67354E+04"
91,4,23,"6.19296E-06","1.67362E+04"
91,4,24,"2.72658E-04","1.66930E+04"
91,4,25,"2.40738E-06","1.67104E+04"
91,5,6,"1.06130E-05","3.33100E+02"
91,5,7,"1.07100E-03","1.17550E+03"
91,5,11,"2.52889E-03","4.12480E+03"
91,5,12,"1.40619E-03","4.34433E+03"
91,5,18,"6.60747E-04","5.08901E+03"
91,5,19,"4.19888E-04","5.14083E+03"
91,5,25,"1.22029E-04","5.30229E+03"
91,6,8,"1.75569E-03","1.38570E+03"
91,6,10,"9.85355E-04","3.63970E+03"
91,6,13,"4.93428E-03","4.25805E+03"
91,6,17,"2.53159E-04","4.69663E+03"
91,6,20,"1.14289E-03","4.89572E+03"
91,6,24,"5.29237E-05","4.95179E+03"
91,7,8,"1.38089E-05","5.43300E+02"
91,7,9,"3.05289E-04","7.15800E+02"
91,7,10,"2.04409E-03","2.79730E+03"
91,7,13,"9.63866E-04","3.41565E+03"
91,7,14,"7.25087E-03","3.45619E+03"
91,7,17,"5.00968E-04","3.85423E+03"
91,7,20,"1.99489E-04","4.05332E+03"
91,7,21,"1.53149E-03","4.06100E+03"
91,7,24,"9.54936E-05","4.10939E+03"
91,8,11,"2.28621E-03","2.40600E+03"
91,8,12,"2.07111E-04","2.62553E+03"
91,8,15,"5.01831E-02","3.23847E+03"
91,8,18,"5.46822E-04","3.37021E+03"
91,8,19,"4.86601E-05","3.42203E+03"
91,8,22,"5.65192E-04","3.60846E+03"
91,8,25,"8.94303E-05","3.58349E+03"
91,9,12,"1.56881E-03","2.45303E+03"
91,9,15,"2.41142E-03","3.06597E+03"
91,9,16,"4.72303E-02","3.07656E+03"
91,9,19,"3.66222E-04","3.24953E+03"
91,9,22,"2.67002E-05","3.43596E+03"
91,9,23,"5.14973E-04","3.43680E+03"
91,10,11,"1.48914E-05","1.52000E+02"
91,10,12,"4.55155E-04","3.71530E+02"
91,10,18,"3.14205E-04","1.11621E+03"
91,10,19,"7.58465E-05","1.16803E+03"
91,10,25,"6.48763E-05","1.32949E+03"
91,11,13,"1.03390E-03","4.66350E+02"
91,11,17,"2.46018E-04","9.04930E+02"
91,11,20,"6.91848E-05","1.10402E+03"
91,11,24,"4.86010E-05","1.16009E+03"
91,12,13,"1.30820E-05","2.46820E+02"
91,12,14,"1.93390E-04","2.87360E+02"
91,12,17,"2.70830E-04","6.85400E+02"
91,12,20,"2.84230E-05","8.84490E+02"
91,12,21,"1.68510E-04","8.92170E+02"
91,12,24,"5.23010E-05","9.40560E+02"
91,13,15,"4.50713E-04","3.66120E+02"
91,13,18,"1.43271E-04","4.97860E+02"
91,13,19,"1.65081E-05","5.49680E+02"
91,13,22,"1.09141E-05","7.36110E+02"
91,13,25,"2.54902E-05","7.11140E+02"
91,14,15,"1.72950E-05","3.25580E+02"
91,14,16,"3.89751E-04","3.36170E+02"
91,14,19,"1.22340E-04","5.09140E+02"
91,14,22,"7.50421E-07","6.95570E+02"
91,14,23,"1.23660E-05","6.96410E+02"
91,15,20,"6.17953E-05","2.71550E+02"
91,15,21,"3.97049E-06","2.79230E+02"
91,16,21,"6.12499E-05","2.68640E+02"
91,1,26,"1.06770E-03","1.13056E+05"
91,2,26,"5.84050E-04","2.10892E+04"
91,3,26,"2.15256E-05","2.03911E+04"
91,4,26,"3.27093E-05","1.67359E+04"
91,5,26,"7.50477E-05","5.31108E+03"
91,6,26,"5.74647E-06","4.99613E+03"
91,7,26,"1.26139E-05","4.15373E+03"
91,8,26,"7.67272E-06","3.59228E+03"
91,9,26,"5.77314E-05","3.41978E+03"
91,10,26,"1.86529E-05","1.33828E+03"
91,11,26,"5.23771E-06","1.20443E+03"
91,12,26,"6.04230E-06","9.84900E+02"
91,13,26,"2.80522E-06","7.19930E+02"
91,14,26,"2.07540E-05","6.79390E+02"
92,1,3,"2.89261E-01","9.46508E+04"
92,1,4,"4.62811E-01","9.84316E+04"
92,1,6,"5.33711E-02","1.10416E+05"
92,1,7,"1.04380E-01","1.11295E+05"
92,1,8,"1.86730E-03","1.12009E+05"
92,1,9,"2.13010E-03","1.12009E+05"
92,1,11,"1.33480E-02","1.14846E+05"
92,1,12,"2.70001E-02","1.15080E+05"
92,1,13,"5.49541E-04","1.15332E+05"
92,1,14,"6.28781E-04","1.15375E+05"
92,1,18,"3.26591E-03","1.15851E+05"
92,1,19,"6.47761E-03","1.15907E+05"
92,1,20,"1.12360E-04","1.15998E+05"
92,1,21,"1.27580E-04","1.16006E+05"
92,1,25,"5.82301E-04","1.16076E+05"
92,2,3,"1.27890E-05","7.24000E+02"
92,2,4,"8.43988E-03","4.58600E+03"
92,2,6,"5.37558E-02","1.65755E+04"
92,2,7,"4.67569E-02","1.74552E+04"
92,2,8,"2.48529E-03","1.80312E+04"
92,2,9,"3.70359E-03","1.82055E+04"
92,2,11,"1.45280E-02","2.05038E+04"
92,2,12,"1.44670E-02","2.07375E+04"
92,2,13,"4.23259E-04","2.09898E+04"
92,2,14,"6.78388E-04","2.10329E+04"
92,2,18,"3.52109E-03","2.15086E+04"
92,2,19,"3.55459E-03","2.15646E+04"
92,2,20,"7.62828E-05","2.16557E+04"
92,2,21,"1.23660E-04","2.16640E+04"
92,2,25,"6.36628E-04","2.17339E+04"
92,3,4,"3.62048E-05","3.86200E+03"
92,3,5,"1.01029E-02","1.53998E+04"
92,3,7,"5.20017E-04","1.66413E+04"
92,3,8,"3.58938E-01","1.72202E+04"
92,3,10,"2.74179E-03","1.96241E+04"
92,3,12,"1.57069E-04","2.00135E+04"
