"z","dest","src","probability","transition energy (in eV)"
55,1,18,"1.16990E-03","3.59667E+04"
55,1,19,"2.21200E-03","3.59686E+04"
55,2,3,"1.97728E-05","3.21700E+02"
55,2,4,"4.06196E-04","6.78800E+02"
55,2,6,"1.47019E-02","4.64945E+03"
55,2,7,"2.29628E-02","4.71685E+03"
55,2,8,"2.27678E-04","4.97521E+03"
55,2,9,"3.40117E-04","5.00272E+03"
55,2,11,"3.23707E-03","5.50293E+03"
55,2,12,"5.20245E-03","5.51714E+03"
55,2,13,"2.86717E-05","5.59929E+03"
55,2,14,"4.36686E-05","5.60166E+03"
55,2,18,"4.28926E-04","5.66663E+03"
55,2,19,"6.74753E-04","5.66847E+03"
55,3,4,"8.71309E-08","3.57100E+02"
55,3,5,"4.13494E-03","4.14213E+03"
55,3,7,"6.16116E-05","4.36090E+03"
55,3,8,"7.98698E-02","4.61983E+03"
55,3,10,"6.10766E-04","5.13134E+03"
55,3,12,"8.19408E-06","5.19544E+03"
55,3,13,"1.24211E-02","5.27759E+03"
55,3,17,"7.78028E-05","5.33223E+03"
55,3,19,"1.06341E-06","5.34677E+03"
55,4,5,"7.49529E-03","3.79499E+03"
55,4,6,"4.21800E-05","3.94650E+03"
55,4,7,"3.92130E-05","4.01370E+03"
55,4,8,"7.89869E-03","4.27231E+03"
55,4,9,"6.99779E-02","4.28649E+03"
55,4,10,"6.90749E-04","4.77424E+03"
55,4,11,"3.99380E-06","4.82413E+03"
55,4,12,"3.83990E-06","4.83834E+03"
55,4,13,"1.19450E-03","4.92049E+03"
55,4,14,"1.06640E-02","4.92286E+03"
55,4,17,"1.02540E-04","4.97513E+03"
55,4,18,"5.26310E-07","4.98783E+03"
55,4,19,"4.95950E-07","4.98967E+03"
55,5,6,"1.23737E-05","1.36900E+02"
55,5,7,"8.75325E-05","2.05720E+02"
55,5,11,"2.43176E-04","1.01443E+03"
55,5,12,"3.26311E-04","1.02864E+03"
55,5,18,"3.53939E-05","1.17813E+03"
55,5,19,"4.77344E-05","1.17997E+03"
55,6,8,"4.33604E-04","3.11800E+02"
55,6,10,"3.12234E-04","8.27640E+02"
55,6,13,"1.24439E-03","9.73890E+02"
55,6,17,"4.94729E-05","1.02853E+03"
55,7,8,"2.12415E-05","2.42980E+02"
55,7,9,"2.33778E-04","2.57700E+02"
55,7,10,"3.82106E-04","7.58820E+02"
55,7,13,"1.49791E-04","9.05070E+02"
55,7,14,"1.23501E-03","9.07440E+02"
55,7,17,"6.00413E-05","9.59710E+02"
55,8,11,"2.07960E-03","5.65730E+02"
55,8,12,"3.25161E-04","5.79940E+02"
55,8,18,"2.61900E-04","7.29430E+02"
55,8,19,"4.00351E-05","7.31270E+02"
55,9,12,"2.24497E-03","5.65220E+02"
55,9,19,"2.76176E-04","7.16550E+02"
55,10,12,"4.55959E-05","6.41000E+01"
55,10,18,"1.23188E-05","2.13590E+02"
55,10,19,"1.20406E-05","2.15430E+02"
55,11,13,"1.08230E-04","9.63600E+01"
55,11,17,"1.63241E-05","1.51000E+02"
55,12,13,"2.69840E-06","8.21500E+01"
55,12,14,"2.81180E-05","8.45200E+01"
55,12,17,"6.19989E-06","1.36790E+02"
55,13,18,"8.08289E-07","6.73400E+01"
55,13,19,"1.39470E-07","6.91800E+01"
55,14,19,"9.73099E-07","6.68100E+01"
55,10,30,"1.12361E-05","4.98900E+01"
56,1,3,"2.59109E-01","3.18166E+04"
56,1,4,"4.77119E-01","3.21933E+04"
56,1,6,"4.55999E-02","3.63033E+04"
56,1,7,"8.83548E-02","3.63774E+04"
56,1,8,"4.94539E-04","3.66432E+04"
56,1,9,"6.71248E-04","3.66660E+04"
56,1,11,"9.63368E-03","3.72448E+04"
56,1,12,"1.87670E-02","3.72607E+04"
56,1,13,"1.00470E-04","3.73468E+04"
56,1,14,"1.36260E-04","3.73495E+04"
56,1,18,"1.35170E-03","3.74247E+04"
56,1,19,"2.59259E-03","3.74270E+04"
56,2,3,"1.97370E-05","3.30500E+02"
56,2,4,"4.42920E-04","7.17400E+02"
56,2,6,"1.55720E-02","4.85197E+03"
56,2,7,"2.40990E-02","4.92697E+03"
56,2,8,"2.50490E-04","5.19428E+03"
56,2,9,"3.74210E-04","5.21723E+03"
56,2,11,"3.49930E-03","5.75659E+03"
56,2,12,"5.58689E-03","5.77245E+03"
56,2,13,"3.25660E-05","5.85864E+03"
56,2,14,"4.97069E-05","5.86134E+03"
56,2,18,"5.18289E-04","5.93650E+03"
56,2,19,"8.16269E-04","5.93880E+03"
56,3,4,"1.07649E-07","3.86900E+02"
56,3,5,"4.24138E-03","4.33096E+03"
56,3,7,"6.51076E-05","4.56090E+03"
56,3,8,"8.52395E-02","4.82758E+03"
56,3,10,"6.48217E-04","5.37395E+03"
56,3,12,"9.31455E-06","5.44195E+03"
56,3,13,"1.37659E-02","5.52814E+03"
56,3,17,"8.75435E-05","5.59191E+03"
56,3,19,"1.36159E-06","5.60830E+03"
56,4,5,"7.71684E-03","3.95415E+03"
56,4,6,"4.42513E-05","4.11110E+03"
56,4,7,"4.10792E-05","4.18460E+03"
56,4,8,"8.38245E-03","4.45094E+03"
56,4,9,"7.42514E-02","4.46630E+03"
56,4,10,"7.43294E-04","4.98705E+03"
56,4,11,"4.49883E-06","5.03919E+03"
56,4,12,"4.33302E-06","5.05505E+03"
56,4,13,"1.31391E-03","5.14124E+03"
56,4,14,"1.17411E-02","5.14394E+03"
56,4,17,"1.16221E-04","5.20501E+03"
56,4,18,"6.62344E-07","5.21910E+03"
56,4,19,"6.29994E-07","5.22140E+03"
56,5,6,"1.21716E-05","1.41200E+02"
56,5,7,"9.09584E-05","2.16400E+02"
56,5,11,"2.60402E-04","1.06919E+03"
56,5,12,"3.45504E-04","1.08505E+03"
56,5,18,"4.24306E-05","1.24910E+03"
56,5,19,"5.71172E-05","1.25140E+03"
56,6,8,"4.33458E-04","3.25560E+02"
56,6,10,"3.23610E-04","8.75850E+02"
56,6,13,"1.35284E-03","1.03004E+03"
56,6,17,"5.37662E-05","1.09381E+03"
56,7,8,"2.04260E-05","2.50360E+02"
56,7,9,"2.27508E-04","2.66510E+02"
56,7,10,"3.99742E-04","8.00650E+02"
56,7,13,"1.63434E-04","9.54840E+02"
56,7,14,"1.34654E-03","9.57540E+02"
56,7,17,"6.58525E-05","1.01861E+03"
56,8,11,"2.41782E-03","6.02430E+02"
56,8,12,"3.73993E-04","6.18290E+02"
56,8,18,"3.39423E-04","7.82340E+02"
56,8,19,"5.17224E-05","7.84640E+02"
56,9,12,"2.59409E-03","6.02140E+02"
56,9,19,"3.58259E-04","7.68490E+02"
56,10,11,"1.14550E-05","5.21400E+01"
56,10,12,"4.87369E-05","6.80000E+01"
56,10,18,"1.54913E-05","2.32050E+02"
56,10,19,"1.49497E-05","2.34350E+02"
56,11,13,"1.25750E-04","1.02050E+02"
56,11,17,"2.07930E-05","1.65820E+02"
56,12,13,"3.22958E-06","8.61900E+01"
56,12,14,"3.38658E-05","8.88900E+01"
56,12,17,"8.06314E-06","1.49960E+02"
56,13,18,"1.35730E-06","7.78600E+01"
56,13,19,"2.33400E-07","8.01600E+01"
56,14,19,"1.62670E-06","7.74600E+01"
57,1,3,"2.60460E-01","3.30344E+04"
57,1,4,"4.78351E-01","3.34421E+04"
57,1,6,"4.61051E-02","3.77206E+04"
57,1,7,"8.93241E-02","3.78014E+04"
57,1,8,"5.23301E-04","3.80746E+04"
57,1,9,"7.07811E-04","3.80945E+04"
57,1,11,"9.78351E-03","3.87183E+04"
57,1,12,"1.90470E-02","3.87359E+04"
57,1,13,"1.10460E-04","3.88262E+04"
57,1,14,"1.49380E-04","3.88292E+04"
57,1,18,"1.53260E-03","3.89147E+04"
57,1,19,"2.93570E-03","3.89174E+04"
57,2,3,"1.97811E-05","3.39300E+02"
57,2,4,"4.85253E-04","7.58000E+02"
57,2,6,"1.65301E-02","5.06179E+03"
57,2,7,"2.53612E-02","5.14340E+03"
57,2,8,"2.76122E-04","5.41699E+03"
57,2,9,"4.12703E-04","5.43579E+03"
57,2,11,"3.78713E-03","6.01707E+03"
57,2,12,"6.00664E-03","6.03473E+03"
57,2,13,"3.69512E-05","6.12497E+03"
57,2,14,"5.65024E-05","6.12804E+03"
57,2,18,"5.62464E-04","6.21347E+03"
57,2,19,"8.77756E-04","6.21621E+03"
57,3,4,"1.32340E-07","4.18700E+02"
57,3,5,"4.35239E-03","4.52490E+03"
57,3,7,"6.87938E-05","4.76670E+03"
57,3,8,"9.06868E-02","5.04217E+03"
57,3,10,"6.87818E-04","5.62337E+03"
57,3,12,"1.05360E-05","5.69543E+03"
57,3,13,"1.51540E-02","5.78567E+03"
57,3,17,"9.69438E-05","5.85885E+03"
57,3,19,"1.68380E-06","5.87691E+03"
57,4,5,"7.94728E-03","4.12450E+03"
57,4,6,"4.64224E-05","4.27890E+03"
57,4,7,"4.30334E-05","4.35930E+03"
57,4,8,"8.88689E-03","4.63426E+03"
57,4,9,"7.87038E-02","4.65102E+03"
57,4,10,"7.99448E-04","5.20467E+03"
57,4,11,"5.05065E-06","5.25907E+03"
57,4,12,"4.87535E-06","5.27673E+03"
57,4,13,"1.43911E-03","5.36697E+03"
57,4,14,"1.28741E-02","5.37004E+03"
57,4,17,"1.29521E-04","5.44015E+03"
57,4,18,"8.09308E-07","5.45547E+03"
57,4,19,"7.60547E-07","5.45821E+03"
57,5,6,"1.20702E-05","1.45600E+02"
57,5,7,"9.50744E-05","2.27700E+02"
57,5,11,"2.81588E-04","1.12567E+03"
57,5,12,"3.69262E-04","1.14333E+03"
57,5,18,"4.99631E-05","1.32207E+03"
57,5,19,"6.57250E-05","1.32481E+03"
57,6,8,"4.31287E-04","3.39840E+02"
57,6,10,"3.32713E-04","9.25670E+02"
57,6,13,"1.45150E-03","1.08797E+03"
57,6,17,"5.68378E-05","1.16115E+03"
57,7,8,"1.97111E-05","2.57740E+02"
57,7,9,"2.22313E-04","2.75420E+02"
57,7,10,"4.18515E-04","8.43570E+02"
57,7,13,"1.77749E-04","1.00587E+03"
57,7,14,"1.46315E-03","1.00894E+03"
57,7,17,"7.14704E-05","1.07905E+03"
57,8,11,"2.76061E-03","6.40230E+02"
57,8,12,"4.22472E-04","6.57890E+02"
57,8,18,"4.14312E-04","8.36630E+02"
57,8,19,"6.24853E-05","8.39370E+02"
57,9,12,"2.99184E-03","6.40210E+02"
57,9,19,"4.42066E-04","8.21690E+02"
57,10,11,"1.16134E-05","5.44000E+01"
57,10,12,"5.20461E-05","7.20600E+01"
57,10,18,"1.84568E-05","2.50800E+02"
57,10,19,"1.75527E-05","2.53540E+02"
57,11,13,"1.45349E-04","1.07900E+02"
57,11,17,"2.59489E-05","1.81080E+02"
57,12,13,"3.69537E-06","9.02400E+01"
57,12,14,"3.92845E-05","9.33100E+01"
57,12,17,"1.01092E-05","1.63420E+02"
57,13,18,"2.14189E-06","8.85000E+01"
57,13,19,"3.64769E-07","9.12400E+01"
57,14,19,"2.55299E-06","8.81700E+01"
58,1,3,"2.61771E-01","3.42793E+04"
58,1,4,"4.79371E-01","3.47200E+04"
58,1,6,"4.65951E-02","3.91705E+04"
58,1,7,"9.02803E-02","3.92578E+04"
58,1,8,"5.54032E-04","3.95390E+04"
58,1,9,"7.46762E-04","3.95579E+04"
58,1,11,"9.91953E-03","4.02274E+04"
58,1,12,"1.93001E-02","4.02467E+04"
58,1,13,"1.16500E-04","4.03402E+04"
58,1,14,"1.56780E-04","4.03436E+04"
58,1,18,"1.67250E-03","4.04297E+04"
58,1,19,"3.23581E-03","4.04324E+04"
58,2,3,"1.96961E-05","3.48000E+02"
58,2,4,"5.29714E-04","8.00500E+02"
58,2,6,"1.75251E-02","5.27735E+03"
58,2,7,"2.66202E-02","5.36529E+03"
58,2,8,"3.03592E-04","5.64498E+03"
58,2,9,"4.53803E-04","5.66463E+03"
58,2,11,"4.00893E-03","6.28472E+03"
58,2,12,"6.29864E-03","6.30395E+03"
58,2,13,"4.01833E-05","6.39751E+03"
58,2,14,"6.14834E-05","6.40086E+03"
58,2,18,"5.88974E-04","6.48695E+03"
58,2,19,"9.09206E-04","6.48971E+03"
58,3,4,"1.63879E-07","4.52500E+02"
58,3,5,"4.45537E-03","4.73160E+03"
58,3,7,"7.24765E-05","4.98140E+03"
58,3,8,"9.74613E-02","5.26293E+03"
58,3,10,"7.27655E-04","5.88029E+03"
58,3,12,"1.17659E-05","5.95595E+03"
58,3,13,"1.61809E-02","6.04951E+03"
58,3,15,"1.66449E-06","6.15845E+03"
58,3,17,"1.06279E-04","6.12355E+03"
58,3,19,"2.07038E-06","6.14171E+03"
58,4,5,"8.16369E-03","4.28752E+03"
58,4,6,"4.85599E-05","4.45260E+03"
58,4,7,"4.49529E-05","4.54080E+03"
58,4,8,"9.46468E-03","4.82317E+03"
58,4,9,"8.38199E-02","4.84006E+03"
58,4,10,"8.57009E-04","5.42779E+03"
58,4,11,"5.58679E-06","5.48422E+03"
58,4,12,"5.38599E-06","5.50345E+03"
58,4,13,"1.52070E-03","5.59701E+03"
58,4,14,"1.35920E-02","5.60036E+03"
58,4,15,"2.52120E-07","5.70595E+03"
58,4,16,"1.44690E-06","5.70629E+03"
58,4,17,"1.43630E-04","5.67105E+03"
58,4,18,"9.83388E-07","5.68645E+03"
58,4,19,"8.89019E-07","5.68921E+03"
58,5,6,"1.14319E-05","1.50000E+02"
58,5,7,"9.56526E-05","2.39400E+02"
58,5,11,"2.96638E-04","1.18132E+03"
58,5,12,"3.82722E-04","1.20055E+03"
58,5,18,"5.60244E-05","1.38355E+03"
58,5,19,"7.03367E-05","1.38631E+03"
58,6,8,"4.41529E-04","3.54410E+02"
58,6,10,"3.46386E-04","9.74890E+02"
58,6,13,"1.53191E-03","1.14411E+03"
58,6,17,"5.90543E-05","1.21815E+03"
58,7,8,"1.96426E-05","2.65010E+02"
58,7,9,"2.24510E-04","2.84360E+02"
58,7,10,"4.46362E-04","8.85490E+02"
58,7,13,"1.91406E-04","1.05471E+03"
58,7,14,"1.57059E-03","1.05806E+03"
58,7,17,"7.62926E-05","1.12875E+03"
58,8,11,"2.93691E-03","6.76910E+02"
58,8,12,"4.43022E-04","6.96140E+02"
58,8,15,"2.28191E-04","8.98640E+02"
58,8,18,"4.62482E-04","8.79140E+02"
58,8,19,"6.86833E-05","8.81900E+02"
58,9,12,"3.22511E-03","6.76790E+02"
58,9,15,"1.15450E-05","8.79290E+02"
58,9,16,"2.25851E-04","8.79630E+02"
58,9,19,"5.06172E-04","8.62550E+02"
58,10,11,"1.19538E-05","5.64300E+01"
58,10,12,"5.67068E-05","7.56600E+01"
58,10,18,"2.13483E-05","2.58660E+02"
58,10,19,"1.99030E-05","2.61420E+02"
58,11,13,"1.65340E-04","1.12790E+02"
58,11,17,"3.08910E-05","1.86830E+02"
58,12,13,"4.25900E-06","9.35600E+01"
58,12,14,"4.52840E-05","9.69100E+01"
58,12,17,"1.25310E-05","1.67600E+02"
58,13,15,"2.29381E-07","1.08940E+02"
58,13,18,"2.86143E-06","8.94400E+01"
58,13,19,"4.82671E-07","9.22000E+01"
58,14,15,"1.19609E-08","1.05590E+02"
58,14,16,"2.41437E-07","1.05930E+02"
58,14,19,"3.55876E-06","8.88500E+01"
59,1,3,"2.62970E-01","3.55506E+04"
59,1,4,"4.80249E-01","3.60267E+04"
59,1,6,"4.70639E-02","4.06533E+04"
59,1,7,"9.11188E-02","4.07487E+04"
59,1,8,"5.84639E-04","4.10392E+04"
59,1,9,"7.85059E-04","4.10605E+04"
59,1,11,"1.00620E-02","4.17694E+04"
59,1,12,"1.95640E-02","4.17904E+04"
59,1,13,"1.24520E-04","4.18877E+04"
59,1,14,"1.67000E-04","4.18914E+04"
59,1,18,"1.80740E-03","4.19827E+04"
59,1,19,"3.53409E-03","4.19857E+04"
59,2,3,"1.96489E-05","3.56900E+02"
59,2,4,"5.79058E-04","8.45400E+02"
59,2,6,"1.85309E-02","5.49810E+03"
59,2,7,"2.78659E-02","5.59180E+03"
59,2,8,"3.32829E-04","5.88400E+03"
59,2,9,"4.97649E-04","5.90280E+03"
59,2,11,"4.26949E-03","6.55916E+03"
59,2,12,"6.64918E-03","6.58024E+03"
59,2,13,"4.43179E-05","6.67752E+03"
59,2,14,"6.78878E-05","6.68121E+03"
59,2,18,"6.22078E-04","6.77254E+03"
59,2,19,"9.50327E-04","6.77554E+03"
59,3,4,"2.01510E-07","4.88500E+02"
59,3,5,"4.56331E-03","4.93560E+03"
59,3,7,"7.66701E-05","5.20040E+03"
59,3,8,"1.04150E-01","5.48890E+03"
59,3,10,"7.69781E-04","6.14365E+03"
59,3,12,"1.31740E-05","6.22334E+03"
59,3,13,"1.74700E-02","6.32062E+03"
59,3,15,"3.02990E-06","6.43525E+03"
59,3,17,"1.16420E-04","6.39960E+03"
59,3,19,"2.47500E-06","6.41864E+03"
59,4,5,"8.39009E-03","4.45323E+03"
59,4,6,"5.08049E-05","4.62820E+03"
59,4,7,"4.69660E-05","4.72460E+03"
59,4,8,"1.00440E-02","5.01364E+03"
59,4,9,"8.89339E-02","5.03379E+03"
59,4,10,"9.18479E-04","5.65515E+03"
59,4,11,"6.19859E-06","5.71376E+03"
59,4,12,"5.97799E-06","5.73484E+03"
59,4,13,"1.62790E-03","5.83212E+03"
59,4,14,"1.45510E-02","5.83581E+03"
59,4,15,"4.57250E-07","5.94675E+03"
59,4,16,"2.62110E-06","5.94716E+03"
59,4,17,"1.58760E-04","5.91110E+03"
59,4,18,"1.16790E-06","5.92714E+03"
59,4,19,"1.03740E-06","5.93014E+03"
59,5,6,"1.10818E-05","1.54400E+02"
59,5,7,"9.88251E-05","2.51700E+02"
59,5,11,"3.16115E-04","1.23946E+03"
59,5,12,"4.01733E-04","1.26054E+03"
59,5,18,"6.29011E-05","1.45284E+03"
59,5,19,"7.68729E-05","1.45584E+03"
59,6,8,"4.48518E-04","3.69720E+02"
59,6,10,"3.58896E-04","1.02645E+03"
59,6,13,"1.62310E-03","1.20342E+03"
59,6,17,"6.18376E-05","1.28240E+03"
59,7,8,"1.92318E-05","2.72420E+02"
59,7,9,"2.22842E-04","2.93540E+02"
59,7,10,"4.69455E-04","9.29150E+02"
59,7,13,"2.05072E-04","1.10612E+03"
59,7,14,"1.67909E-03","1.10981E+03"
59,7,17,"8.14970E-05","1.18510E+03"
59,8,11,"3.23263E-03","7.15340E+02"
59,8,12,"4.78385E-04","7.36420E+02"
59,8,15,"3.57934E-04","9.48330E+02"
59,8,18,"5.25406E-04","9.28720E+02"
59,8,19,"7.74068E-05","9.31720E+02"
59,9,12,"3.58008E-03","7.15300E+02"
59,9,15,"1.87829E-05","9.27210E+02"
59,9,16,"3.66718E-04","9.27620E+02"
59,9,19,"5.93946E-04","9.10600E+02"
59,10,11,"1.23844E-05","5.86100E+01"
59,10,12,"6.13230E-05","7.96900E+01"
59,10,18,"2.42612E-05","2.71990E+02"
59,10,19,"2.17993E-05","2.74990E+02"
59,11,13,"1.87450E-04","1.18360E+02"
59,11,17,"3.66019E-05","1.97340E+02"
59,12,13,"4.81183E-06","9.72800E+01"
59,12,14,"5.16333E-05","1.00970E+02"
59,12,17,"1.51631E-05","1.76260E+02"
59,13,15,"4.47445E-07","1.14630E+02"
59,13,18,"4.02583E-06","9.50200E+01"
59,13,19,"6.72974E-07","9.80200E+01"
59,14,15,"2.33919E-08","1.10940E+02"
59,14,16,"4.72468E-07","1.11350E+02"
59,14,19,"4.97158E-06","9.43300E+01"
60,1,3,"2.64102E-01","3.68475E+04"
60,1,4,"4.80963E-01","3.73607E+04"
60,1,6,"4.75113E-02","4.21662E+04"
60,1,7,"9.19385E-02","4.22709E+04"
60,1,8,"6.16074E-04","4.25690E+04"
60,1,9,"8.24125E-04","4.25928E+04"
60,1,11,"1.02021E-02","4.33442E+04"
60,1,12,"1.98271E-02","4.33673E+04"
60,1,13,"1.32701E-04","4.34683E+04"
60,1,14,"1.77241E-04","4.34724E+04"
60,1,18,"1.91541E-03","4.35689E+04"
60,1,19,"3.79042E-03","4.35721E+04"
60,2,3,"1.95979E-05","3.65900E+02"
60,2,4,"6.33018E-04","8.92600E+02"
60,2,6,"1.95529E-02","5.72160E+03"
60,2,7,"2.91289E-02","5.82780E+03"
60,2,8,"3.64169E-04","6.12497E+03"
60,2,9,"5.44508E-04","6.14882E+03"
60,2,11,"4.53448E-03","6.84054E+03"
60,2,12,"7.00107E-03","6.86358E+03"
60,2,13,"4.86998E-05","6.96462E+03"
60,2,14,"7.46957E-05","6.96868E+03"
60,2,18,"6.54617E-04","7.06518E+03"
60,2,19,"9.89396E-04","7.06842E+03"
60,3,4,"2.47147E-07","5.26700E+02"
60,3,5,"4.67154E-03","5.14525E+03"
60,3,7,"8.16000E-05","5.42440E+03"
60,3,8,"1.11179E-01","5.72145E+03"
60,3,10,"8.13490E-04","6.41382E+03"
60,3,12,"1.47148E-05","6.49768E+03"
60,3,13,"1.88168E-02","6.59872E+03"
60,3,15,"4.83284E-06","6.71908E+03"
60,3,17,"1.27328E-04","6.68260E+03"
60,3,19,"2.93247E-06","6.70252E+03"
60,4,5,"8.61846E-03","4.63185E+03"
60,4,6,"5.31104E-05","4.80710E+03"
60,4,7,"4.90313E-05","4.91220E+03"
60,4,8,"1.06491E-02","5.20770E+03"
60,4,9,"9.42566E-02","5.23024E+03"
60,4,10,"9.83207E-04","5.88712E+03"
60,4,11,"6.85835E-06","5.94794E+03"
60,4,12,"6.61854E-06","5.97098E+03"
60,4,13,"1.73821E-03","6.07202E+03"
60,4,14,"1.55401E-02","6.07608E+03"
60,4,15,"7.26795E-07","6.19238E+03"
60,4,16,"4.15893E-06","6.19285E+03"
60,4,17,"1.72231E-04","6.15590E+03"
60,4,18,"1.37011E-06","6.17258E+03"
60,4,19,"1.20741E-06","6.17582E+03"
60,5,6,"1.05723E-05","1.59000E+02"
60,5,7,"1.00394E-04","2.64700E+02"
60,5,11,"3.31118E-04","1.29904E+03"
60,5,12,"4.14292E-04","1.32208E+03"
60,5,18,"6.90403E-05","1.52368E+03"
60,5,19,"8.23827E-05","1.52692E+03"
60,6,8,"4.57078E-04","3.85500E+02"
60,6,10,"3.71586E-04","1.07922E+03"
60,6,13,"1.71579E-03","1.26412E+03"
60,6,17,"6.47039E-05","1.34800E+03"
60,7,8,"1.89694E-05","2.79800E+02"
60,7,9,"2.22937E-04","3.02780E+02"
60,7,10,"4.96432E-04","9.73520E+02"
60,7,13,"2.20324E-04","1.15842E+03"
60,7,14,"1.79965E-03","1.16248E+03"
60,7,17,"8.73928E-05","1.24230E+03"
60,8,11,"3.51201E-03","7.54540E+02"
60,8,12,"5.07746E-04","7.77580E+02"
60,8,15,"5.62670E-04","9.98980E+02"
60,8,18,"5.85923E-04","9.79180E+02"
60,8,19,"8.52467E-05","9.82420E+02"
60,9,12,"3.90050E-03","7.54600E+02"
60,9,15,"3.05600E-05","9.76000E+02"
60,9,16,"5.95471E-04","9.76470E+02"
60,9,19,"6.82311E-04","9.59440E+02"
60,10,11,"1.28305E-05","6.08200E+01"
60,10,12,"6.69160E-05","8.38600E+01"
60,10,18,"2.69566E-05","2.85460E+02"
60,10,19,"2.35562E-05","2.88700E+02"
60,11,13,"2.09939E-04","1.24080E+02"
60,11,17,"4.25509E-05","2.07960E+02"
60,12,13,"5.42716E-06","1.01040E+02"
60,12,14,"5.82576E-05","1.05100E+02"
60,12,17,"1.83679E-05","1.84920E+02"
60,13,15,"8.75365E-07","1.20360E+02"
60,13,18,"5.36760E-06","1.00560E+02"
60,13,19,"8.89581E-07","1.03800E+02"
60,14,15,"4.62153E-08","1.16300E+02"
60,14,16,"9.34015E-07","1.16770E+02"
60,14,19,"6.60454E-06","9.97400E+01"
61,1,3,"2.65280E-01","3.81716E+04"
61,1,4,"4.81370E-01","3.87251E+04"
61,1,6,"4.79180E-02","4.37127E+04"
61,1,7,"9.27300E-02","4.38255E+04"
61,1,8,"6.48420E-04","4.41317E+04"
61,1,9,"8.64430E-04","4.41581E+04"
61,1,11,"1.03430E-02","4.49540E+04"
61,1,12,"2.00890E-02","4.49791E+04"
61,1,13,"1.41080E-04","4.50839E+04"
61,1,14,"1.87690E-04","4.50884E+04"
61,1,18,"2.02790E-03","4.51900E+04"
61,1,19,"4.06060E-03","4.51935E+04"
61,2,3,"1.95252E-05","3.74900E+02"
61,2,4,"6.91825E-04","9.42200E+02"
61,2,6,"2.06102E-02","5.95520E+03"
61,2,7,"3.04012E-02","6.07130E+03"
61,2,8,"3.97503E-04","6.37210E+03"
61,2,9,"5.94335E-04","6.39850E+03"
61,2,11,"4.80574E-03","7.12909E+03"
61,2,12,"7.35056E-03","7.15423E+03"
61,2,13,"5.33524E-05","7.25905E+03"
61,2,14,"8.19256E-05","7.26351E+03"
61,2,18,"6.86825E-04","7.36514E+03"
61,2,19,"1.02631E-03","7.36864E+03"
61,3,4,"3.02233E-07","5.67300E+02"
61,3,5,"4.78025E-03","5.36300E+03"
61,3,7,"8.67550E-05","5.65650E+03"
61,3,8,"1.18501E-01","5.96150E+03"
61,3,10,"8.58860E-04","6.69113E+03"
61,3,12,"1.63812E-05","6.77933E+03"
61,3,13,"2.02152E-02","6.88415E+03"
61,3,15,"7.14288E-06","7.01032E+03"
61,3,17,"1.38492E-04","6.97293E+03"
61,3,19,"3.39654E-06","6.99374E+03"
61,4,5,"8.84900E-03","4.81000E+03"
61,4,6,"5.58640E-05","4.98920E+03"
61,4,7,"5.11520E-05","5.10360E+03"
61,4,8,"1.12790E-02","5.40790E+03"
61,4,9,"9.98020E-02","5.43260E+03"
61,4,10,"1.05130E-03","6.12383E+03"
61,4,11,"7.57080E-06","6.18689E+03"
61,4,12,"7.30910E-06","6.21203E+03"
61,4,13,"1.85170E-03","6.31685E+03"
61,4,14,"1.65580E-02","6.32131E+03"
61,4,15,"1.07080E-06","6.44302E+03"
61,4,16,"6.11720E-06","6.44355E+03"
61,4,17,"1.86600E-04","6.40563E+03"
61,4,18,"1.58320E-06","6.42294E+03"
61,4,19,"1.37390E-06","6.42644E+03"
61,5,6,"1.02992E-05","1.63500E+02"
61,5,7,"1.04011E-04","2.78200E+02"
61,5,11,"3.53547E-04","1.36009E+03"
61,5,12,"4.35360E-04","1.38523E+03"
61,5,18,"7.60715E-05","1.59614E+03"
61,5,19,"8.81289E-05","1.59964E+03"
61,6,8,"4.64901E-04","4.02000E+02"
61,6,10,"3.83351E-04","1.13353E+03"
61,6,13,"1.80132E-03","1.32655E+03"
61,6,17,"6.73414E-05","1.41533E+03"
61,7,8,"1.84421E-05","2.87300E+02"
61,7,9,"2.19934E-04","3.12300E+02"
61,7,10,"5.16518E-04","1.01883E+03"
61,7,13,"2.32391E-04","1.21185E+03"
61,7,14,"1.89346E-03","1.21631E+03"
61,7,17,"9.20965E-05","1.30063E+03"
61,8,11,"3.74012E-03","7.94590E+02"
61,8,12,"5.29564E-04","8.19730E+02"
61,8,15,"8.83883E-04","1.05072E+03"
61,8,18,"6.38003E-04","1.03064E+03"
61,8,19,"9.13153E-05","1.03414E+03"
61,9,12,"4.13088E-03","7.94730E+02"
61,9,15,"4.99017E-05","1.02572E+03"
61,9,16,"9.70454E-04","1.02625E+03"
61,9,19,"7.67766E-04","1.00914E+03"
61,10,11,"1.34334E-05","6.30600E+01"
61,10,12,"7.38232E-05","8.82000E+01"
61,10,18,"3.01975E-05","2.99110E+02"
61,10,19,"2.55455E-05","3.02610E+02"
61,11,13,"2.33796E-04","1.29960E+02"
61,11,17,"4.91800E-05","2.18740E+02"
61,12,13,"6.09410E-06","1.04820E+02"
61,12,14,"6.54390E-05","1.09280E+02"
61,12,17,"2.18120E-05","1.93600E+02"
61,13,15,"1.68386E-06","1.26170E+02"
61,13,18,"6.83457E-06","1.06090E+02"
