E(ev)->, Z(nm)|	50	Error	150	Error	250	Error	350	Error	450	Error	550	Error	650	Error	750	Error	850	Error	950	Error	1050	Error	1150	Error	1250	Error	1350	Error	1450	Error	1550	Error	1650	Error	1750	Error	1850	Error	1950	Error	2050	Error	2150	Error	2250	Error	2350	Error	2450	Error	2550	Error	2650	Error	2750	Error	2850	Error	2950	Error	3050	Error	3150	Error	3250	Error	3350	Error	3450	Error	3550	Error	3650	Error	3750	Error	3850	Error	3950	Error	4050	Error	4150	Error	4250	Error	4350	Error	4450	Error	4550	Error	4650	Error	4750	Error	4850	Error	4950	Error	5050	Error	5150	Error	5250	Error	5350	Error	5450	Error	5550	Error	5650	Error	5750	Error	5850	Error	5950	Error	6050	Error	6150	Error	6250	Error	6350	Error	6450	Error	6550	Error	6650	Error	6750	Error	6850	Error	6950	Error	7050	Error	7150	Error	7250	Error	7350	Error	7450	Error	7550	Error	7650	Error	7750	Error	7850	Error	7950	Error	8050	Error	8150	Error	8250	Error	8350	Error	8450	Error	8550	Error	8650	Error	8750	Error	8850	Error	8950	Error	9050	Error	9150	Error	9250	Error	9350	Error	9450	Error	9550	Error	9650	Error	9750	Error	9850	Error	9950	Error	
-1043.37	0.00282379	0.00134326	4.40899e-08	3.38363e-08	6.17624e-05	5.14317e-05	0.0012847	0.000839256	0.00406133	0.00235349	0.00931149	0.00497209	0.0153634	0.00781435	0.0238742	0.0121439	0.032733	0.0166265	0.0408028	0.0206966	0.0457733	0.0232176	0.0477196	0.0247272	0.0475548	0.0244347	0.0468471	0.0228018	0.0509733	0.0237579	0.0444505	0.0214924	0.0206726	0.0116968	0.0253658	0.0132409	0.0232238	0.0121399	0.0219195	0.0115137	0.0205011	0.0109756	0.020457	0.0105287	0.0168601	0.0083563	0.0178841	0.00870718	0.0129201	0.00615905	0.0127279	0.00654247	0.0141729	0.00823499	0.0124366	0.00649577	0.0128184	0.0066952	0.0123485	0.0065216	0.0139456	0.00756651	0.0136964	0.00744617	0.0171578	0.00942532	0.013005	0.00752959	0.0113091	0.00717947	0.0105318	0.00782604	0.00822773	0.00639538	0.00645895	0.00501789	0.00345923	0.00336751	0.00308517	0.00308363	0.00025444	0.000254313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1030.07	0.00165617	0.000685213	3.47061e-23	1.40624e-23	1.83058e-10	7.43259e-11	7.5135e-06	3.04783e-06	0.000316137	0.00012809	0.00216917	0.000935695	0.00603199	0.00265059	0.0104572	0.00457847	0.0140223	0.00592851	0.0172397	0.00726611	0.0200281	0.00854229	0.0242974	0.0111237	0.0252028	0.0103079	0.0270052	0.0108521	0.0297342	0.0126101	0.0338836	0.0162735	0.014243	0.00803675	0.016307	0.00897687	0.0156046	0.00737877	0.0163897	0.00722939	0.018773	0.00786784	0.0176428	0.00712865	0.0226316	0.00982076	0.0259078	0.0114548	0.0249353	0.0112762	0.0219708	0.0114676	0.0188751	0.00938397	0.0203712	0.0103496	0.0156194	0.00839989	0.013611	0.0079463	0.0139613	0.0081474	0.0143491	0.00837689	0.0142822	0.00853376	0.0162023	0.00906874	0.0210246	0.0119923	0.0219621	0.0130711	0.0179251	0.0116779	0.0183159	0.011736	0.0135968	0.0105428	0.0130366	0.0101581	0.00790199	0.00726458	0.00611408	0.00611103	0.00308632	0.00308477	0.00222096	0.00221985	0.000957542	0.000957063	0.000953643	0.000953166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1016.78	0.00159172	0.000635797	6.73741e-23	2.81556e-23	2.32721e-10	9.43189e-11	8.24738e-06	3.30176e-06	0.000331351	0.000131922	0.00206246	0.000818132	0.00556333	0.00220079	0.00966411	0.00381472	0.0135246	0.005329	0.0167355	0.00658429	0.0192311	0.00755676	0.021169	0.00830977	0.0226398	0.00887981	0.0237308	0.00930168	0.0264829	0.0101836	0.0289006	0.0111243	0.0106104	0.00496464	0.0129511	0.006234	0.0136527	0.00618817	0.0156041	0.00718714	0.016611	0.00749529	0.0172058	0.0076599	0.0189792	0.0083046	0.0207713	0.0094326	0.023647	0.0104752	0.023589	0.0103579	0.0246539	0.0106968	0.0216483	0.0101466	0.0234752	0.011763	0.0261135	0.0119158	0.0268744	0.0122949	0.0230411	0.0117523	0.0248635	0.0131186	0.022668	0.0123225	0.0205844	0.0129816	0.0187357	0.0131604	0.0199442	0.0136471	0.0246453	0.0146691	0.0239859	0.0146908	0.0232455	0.0146522	0.0178045	0.0140165	0.0188875	0.0162571	0.0169079	0.0159173	0.0164648	0.016072	0.014195	0.0141879	0.0147931	0.0147857	0.0147558	0.0147484	0.0163839	0.0163757	0.0142813	0.0142742	0.0128035	0.0127971	0.0102253	0.0102202	0.00722809	0.00722447	0.00581886	0.00581595	0.00380002	0.00379812	0.000892004	0.000891558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1003.49	0.00315175	0.00114712	1.05861e-15	1.05808e-15	4.07058e-08	4.02505e-08	3.97284e-05	2.65648e-05	0.000950922	0.000467292	0.00459057	0.00181717	0.0118848	0.00456724	0.0192046	0.00698392	0.0259394	0.00922961	0.0319998	0.0113421	0.0399943	0.0143787	0.0443542	0.0157803	0.0470043	0.0166032	0.049814	0.0175646	0.0554343	0.0199505	0.0604569	0.0222959	0.0201917	0.00833901	0.028176	0.0126925	0.0310045	0.0126874	0.0367591	0.0149962	0.0408979	0.0164815	0.0430152	0.0173306	0.0417098	0.0167004	0.0388274	0.0151616	0.038938	0.0144702	0.0373007	0.0135637	0.0352747	0.0120127	0.0396133	0.0136498	0.0300902	0.0101376	0.0286505	0.00983317	0.0202443	0.00768348	0.0217577	0.00823617	0.0230363	0.00880708	0.0222971	0.00849973	0.0206209	0.00796205	0.0177876	0.00781814	0.0178603	0.0076759	0.0171521	0.00752119	0.0156164	0.00701634	0.0129855	0.00588518	0.0109564	0.00544343	0.0103954	0.00543116	0.00671665	0.00447801	0.00613048	0.00439692	0.00517587	0.00427282	0.00521098	0.00431128	0.00424547	0.00423074	0.00492779	0.00492533	0.00489032	0.00488787	0.00421329	0.00421118	0.00424946	0.00424733	0.00445169	0.00444946	0.00409249	0.00409044	0.00452113	0.00451887	0.00514794	0.00514536	0.00462783	0.00462551	0.00387687	0.00387493	0.00281329	0.00281189	0.00195998	0.001959	6.61681e-05	6.6135e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-990.2	0.0053584	0.00174633	8.43305e-18	8.38114e-18	4.83356e-07	4.73301e-07	7.46959e-05	3.65802e-05	0.00143037	0.000516661	0.00760499	0.00260406	0.0194231	0.00647904	0.0319055	0.0101501	0.0461195	0.0150902	0.0593577	0.0199116	0.0728173	0.0253533	0.0765111	0.0264202	0.0842738	0.030139	0.0855276	0.0299067	0.0812387	0.0267108	0.0760805	0.0237722	0.026624	0.00961372	0.0387565	0.0153469	0.0452732	0.0175054	0.0496063	0.0181115	0.0520818	0.0179341	0.0550169	0.0182137	0.0555284	0.0188549	0.0486714	0.015633	0.0520132	0.0163435	0.0490994	0.0152437	0.0564024	0.0174679	0.0599449	0.0199265	0.0545924	0.0170637	0.0594652	0.0188433	0.0517579	0.01667	0.0503907	0.0151884	0.0544118	0.0162609	0.0473019	0.0149196	0.0377889	0.0126227	0.0313378	0.010794	0.0292321	0.0115935	0.0271723	0.0130738	0.0239812	0.0110111	0.0254492	0.0109057	0.0180221	0.00734652	0.0157798	0.00658539	0.00945214	0.00385733	0.00829468	0.00373438	0.00707293	0.00358624	0.00558626	0.0030274	0.00361033	0.00262125	0.00359956	0.00264445	0.000618995	0.000618685	0.000624588	0.000624276	0.000630103	0.000629787	0.000635531	0.000635213	0.000640888	0.000640567	0.000646181	0.000645857	0.000651413	0.000651087	0.000185177	0.000185084	0.00219766	0.00219656	0.00221143	0.00221032	0.00178151	0.00178062	0.00102642	0.00102591	8.45599e-05	8.45176e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-976.909	0.00862197	0.00239637	1.28527e-09	1.28141e-09	2.6015e-05	2.02896e-05	0.00111524	0.000668145	0.00597236	0.00272341	0.0196464	0.0072138	0.0423684	0.013279	0.0636014	0.0187784	0.0763236	0.0222389	0.0915612	0.0269317	0.101307	0.0294623	0.106646	0.0304587	0.115194	0.0323275	0.115899	0.0316498	0.123664	0.0332509	0.135952	0.0369287	0.0558083	0.0184835	0.0667116	0.0210933	0.066391	0.0197253	0.0718638	0.0205425	0.0710087	0.0195374	0.0763032	0.0208178	0.0785693	0.0217555	0.0831891	0.0232494	0.0891147	0.0251291	0.0748245	0.0215815	0.0736278	0.0218204	0.0637545	0.0185503	0.0572214	0.0165686	0.0476207	0.015069	0.0439223	0.0127069	0.0453458	0.0138346	0.0537608	0.0162454	0.0479347	0.0151347	0.0482837	0.0153112	0.048083	0.014299	0.0404568	0.011596	0.0269258	0.00775077	0.0192564	0.00640478	0.0181376	0.00640583	0.0141841	0.00595508	0.0151148	0.00638106	0.0133065	0.00571238	0.0153018	0.00671882	0.013556	0.00610577	0.014127	0.00620931	0.0114911	0.00593007	0.011087	0.00594112	0.00710477	0.00429607	0.00500533	0.00359848	0.00392023	0.00344266	0.00343486	0.00343314	0.00346299	0.00346126	0.00349078	0.00348903	0.00351824	0.00351648	0.00352232	0.00352056	0.00255812	0.00255684	0.00232507	0.00232391	0.0019997	0.0019987	0.0019646	0.00196361	0.00131971	0.00131905	0.000572716	0.00057243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-963.617	0.0133773	0.0033308	1.78177e-13	1.67805e-13	2.16997e-06	1.58343e-06	0.000439435	0.000204941	0.00592107	0.00202465	0.023417	0.00672278	0.0516769	0.0140518	0.0886272	0.0237139	0.122988	0.032483	0.142299	0.0372829	0.157085	0.0407862	0.165285	0.0428921	0.170495	0.0432289	0.181227	0.0467436	0.184236	0.0467058	0.185514	0.0463045	0.0701351	0.0198022	0.0852118	0.0235024	0.0857751	0.0231963	0.0920869	0.0239219	0.0914595	0.0230709	0.0912595	0.0231802	0.088831	0.0227628	0.0923655	0.0236389	0.100361	0.0255698	0.0883524	0.0232084	0.0894824	0.0236906	0.0862718	0.0224996	0.0841708	0.0247288	0.0887154	0.0251662	0.0864976	0.0247005	0.079041	0.0234133	0.0805038	0.0237343	0.0754129	0.0222063	0.0711918	0.0223557	0.0669194	0.0214047	0.0603441	0.0192219	0.0609723	0.0202236	0.0558461	0.0205217	0.0531566	0.0188068	0.0444502	0.0199091	0.0432519	0.0218111	0.0382393	0.0186786	0.0376601	0.016429	0.0334809	0.0150921	0.0301813	0.0137274	0.0277951	0.0132358	0.0271046	0.0127772	0.0171594	0.010345	0.0137812	0.00916491	0.0115328	0.00772398	0.00853137	0.00597988	0.00511211	0.00371931	0.00323679	0.00233162	0.00221344	0.00197155	0.00197034	0.00196936	0.00198462	0.00198362	0.00162904	0.00162822	0.0047079	0.00470554	0.00502119	0.00501868	0.00484205	0.00483963	0.00486436	0.00486193	0.00117511	0.00117452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-950.326	0.0164339	0.00362529	1.50501e-11	1.47162e-11	1.06477e-05	6.56572e-06	0.00130011	0.000903384	0.00793011	0.0030503	0.0299097	0.00793589	0.0612475	0.0144413	0.0987345	0.0228705	0.131244	0.0305648	0.16215	0.0373696	0.182681	0.0412037	0.197679	0.0453291	0.21159	0.0487385	0.215883	0.0507796	0.222331	0.0533399	0.226717	0.0546822	0.0815092	0.0231222	0.0938798	0.0258145	0.0994702	0.0269603	0.109026	0.0289981	0.119171	0.0331323	0.125878	0.0349175	0.133912	0.0365922	0.136364	0.0363448	0.141279	0.0367603	0.131413	0.034942	0.132084	0.033947	0.133805	0.0338044	0.135543	0.0356206	0.138728	0.0411337	0.132462	0.0392258	0.1374	0.0395489	0.137463	0.038852	0.129753	0.036267	0.125863	0.0359577	0.117641	0.0351804	0.112736	0.0342393	0.100661	0.0315221	0.0949981	0.029568	0.0932401	0.0278518	0.0913845	0.0305193	0.0881757	0.0320767	0.0728315	0.0282309	0.0658043	0.0243403	0.0567802	0.0221073	0.0530331	0.0205517	0.0504693	0.0208961	0.0517162	0.0211722	0.03957	0.0166868	0.0355571	0.0153146	0.0277973	0.0125055	0.0207394	0.00954347	0.0145469	0.00660011	0.0153353	0.00766788	0.00929854	0.00506364	0.00477523	0.00305464	0.00526812	0.00408749	0.00396305	0.00368412	0.00240742	0.00230222	0.0020698	0.00196619	0.00264345	0.00186823	0.00184529	0.00144694	0.00137091	0.00137023	0.000714597	0.00071424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-937.035	0.0196136	0.00415205	1.50433e-06	1.06118e-06	0.000471477	0.000341099	0.00320596	0.00138004	0.0159548	0.00528413	0.0433925	0.0108587	0.0824411	0.0187792	0.129396	0.0292043	0.160861	0.0352051	0.187508	0.0408947	0.206056	0.0444272	0.218746	0.0466239	0.216944	0.0448822	0.216454	0.0459695	0.219271	0.0464611	0.212129	0.0450977	0.0749514	0.0181691	0.0824416	0.0195768	0.0820853	0.0182923	0.081807	0.0179437	0.084048	0.0177584	0.0911678	0.0193231	0.0946104	0.0200217	0.103224	0.0219051	0.109101	0.0231412	0.108627	0.0245714	0.120109	0.0277436	0.117282	0.0275721	0.129917	0.0300774	0.140295	0.0331542	0.127136	0.0301865	0.118132	0.0282397	0.113528	0.0289003	0.105556	0.0267101	0.105649	0.0259073	0.0896464	0.0220892	0.0907252	0.0217549	0.079706	0.0202862	0.0791399	0.0204161	0.0741453	0.0187175	0.0744706	0.0204867	0.0815009	0.0223662	0.0794063	0.0219201	0.0705533	0.0191524	0.0664352	0.0191446	0.0567083	0.0174886	0.0500247	0.0153907	0.0547947	0.01764	0.0406794	0.0144106	0.0366565	0.0145942	0.031568	0.0156797	0.0250874	0.0163957	0.024242	0.0178167	0.0264113	0.018846	0.026352	0.0184668	0.0207112	0.0139941	0.0212073	0.0147834	0.0178967	0.0134015	0.0112145	0.00788142	0.0111409	0.0103321	0.0101729	0.00859515	0.0112522	0.00975896	0.00579491	0.00447004	0.00397404	0.00285154	0.000962992	0.000680273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-923.744	0.0238639	0.00466115	1.58831e-05	1.43201e-05	0.00043297	0.000298288	0.00215474	0.00113964	0.0121567	0.00415841	0.0402584	0.00971453	0.0862806	0.018274	0.135781	0.0279091	0.180853	0.0371592	0.215154	0.0432727	0.240531	0.0484474	0.257028	0.0526927	0.269716	0.0534419	0.288873	0.0585041	0.286727	0.058469	0.286273	0.0578603	0.11201	0.0251988	0.139532	0.0315262	0.14609	0.0326481	0.148813	0.031843	0.154137	0.0325659	0.163749	0.0350194	0.168412	0.0361384	0.166786	0.0348144	0.173919	0.036184	0.164201	0.0327003	0.164873	0.0335884	0.152729	0.030785	0.134273	0.0259611	0.13478	0.026905	0.122716	0.0236186	0.120539	0.0236835	0.1308	0.0265632	0.130088	0.0259416	0.128926	0.0255323	0.119586	0.0238447	0.111459	0.0222489	0.104387	0.0218539	0.0882569	0.0190521	0.0990343	0.021742	0.0953031	0.0213798	0.103485	0.023991	0.104552	0.0242265	0.109505	0.0254247	0.110339	0.0277724	0.101373	0.0271163	0.0854074	0.0240274	0.0831917	0.0227753	0.0539924	0.014937	0.0456662	0.013128	0.0388832	0.0101834	0.0224953	0.00638882	0.0169803	0.00591704	0.0147038	0.00549868	0.0120708	0.00502096	0.0109323	0.0049554	0.0087111	0.00444674	0.00943979	0.00441884	0.0096642	0.0047286	0.00515032	0.00371388	0.00522646	0.00420639	0.0043368	0.00328825	0.00390149	0.00277127	0.00521144	0.00387346	0.00557416	0.00419581	0.00334086	0.00276992	0.000960904	0.000960424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-910.452	0.0259762	0.00505054	2.60939e-06	2.27683e-06	0.000354284	0.000207972	0.00500963	0.00218672	0.0192587	0.00614639	0.0495935	0.011817	0.0971641	0.0204749	0.14623	0.0299769	0.189537	0.0379622	0.226903	0.0451364	0.247513	0.0495352	0.269641	0.0538284	0.283549	0.056282	0.298941	0.0592604	0.315532	0.0639027	0.327226	0.0658744	0.127662	0.0299577	0.15084	0.0339588	0.158889	0.033904	0.166293	0.0339682	0.182121	0.0365744	0.189641	0.0374186	0.193087	0.0382055	0.194421	0.038828	0.191026	0.038496	0.178956	0.0356589	0.173753	0.0348402	0.178028	0.0352358	0.16922	0.0342251	0.174222	0.0354077	0.161739	0.0322685	0.165451	0.0333369	0.168836	0.0350064	0.162976	0.035702	0.164512	0.0381679	0.162679	0.0389901	0.162478	0.0389368	0.155313	0.0383018	0.157035	0.0378337	0.167029	0.0420713	0.140946	0.0347612	0.125265	0.0318916	0.116229	0.0299747	0.117145	0.0295105	0.108776	0.0266836	0.0984192	0.0239128	0.0958632	0.022285	0.0982361	0.0239392	0.0876738	0.0224595	0.0766499	0.0196251	0.0690836	0.0190104	0.0547939	0.0159913	0.0422112	0.0134569	0.0319732	0.0111058	0.0204649	0.00752709	0.0129237	0.00524982	0.0146988	0.00630386	0.0103788	0.00547992	0.00765897	0.0044038	0.00577055	0.00368904	0.00622561	0.00401984	0.00397465	0.00252435	0.0035737	0.00252472	0.00465558	0.00335146	0.0029911	0.00218131	0.00305132	0.00221494	0.00196475	0.00141279	0.000217089	0.00021698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-897.161	0.0265615	0.00459337	6.16396e-05	6.16056e-05	0.00106076	0.00103551	0.0040232	0.00320645	0.0134064	0.00537998	0.04766	0.0117948	0.096947	0.0195909	0.145056	0.0271454	0.184413	0.0330082	0.210753	0.0368085	0.236809	0.0412075	0.261658	0.045266	0.273645	0.046508	0.28127	0.04714	0.295999	0.0497745	0.299787	0.050339	0.116279	0.0234819	0.139731	0.028089	0.148616	0.0281493	0.157174	0.0283159	0.176345	0.0316722	0.182598	0.0327873	0.181198	0.0325414	0.183079	0.0325624	0.190553	0.0340429	0.181951	0.0326311	0.181292	0.0327339	0.169856	0.0306667	0.1629	0.0293323	0.171916	0.0326106	0.156463	0.0277403	0.152688	0.0267152	0.161204	0.0277628	0.157293	0.0262753	0.149028	0.026211	0.139428	0.0261963	0.130865	0.0245942	0.12235	0.0231666	0.115385	0.0236779	0.115538	0.0231508	0.117275	0.0252515	0.126783	0.0265031	0.113618	0.0237343	0.111685	0.0233314	0.115799	0.0243412	0.115872	0.0235683	0.119603	0.0232307	0.111706	0.0232838	0.100132	0.0229616	0.0910031	0.020567	0.0727448	0.016502	0.0659398	0.0143895	0.0511561	0.0114666	0.0373922	0.00889597	0.0309549	0.0104174	0.0253312	0.0100057	0.018787	0.00748417	0.0146262	0.00569431	0.0143757	0.00673779	0.0116237	0.00738541	0.012832	0.00762419	0.0132892	0.00785988	0.00535169	0.00340371	0.00348159	0.00304976	0.00240358	0.00199056	0.00299706	0.00256973	0.00283893	0.00241329	0.00237595	0.00237476	0.000804474	0.000804072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-883.87	0.0332756	0.00575685	7.23509e-05	7.22698e-05	0.000935155	0.000690045	0.00425314	0.00178086	0.017324	0.00445884	0.0528886	0.0100999	0.109329	0.0194293	0.174675	0.0315179	0.228978	0.0408465	0.274654	0.0486661	0.297616	0.0519546	0.315209	0.0541259	0.321435	0.0549778	0.325474	0.0563289	0.330676	0.0569624	0.329366	0.0568861	0.108841	0.0207457	0.138802	0.0250236	0.147387	0.0262918	0.166767	0.0303681	0.18979	0.0339413	0.195338	0.0345036	0.199881	0.0355863	0.201437	0.0357475	0.200808	0.0354797	0.202379	0.0352122	0.204086	0.0370635	0.210816	0.0386875	0.201965	0.0377865	0.208952	0.0402029	0.204829	0.0414664	0.194446	0.0395178	0.192203	0.0420662	0.176481	0.0389598	0.166529	0.0374638	0.164144	0.0346723	0.160133	0.0325031	0.162486	0.0338642	0.175327	0.0378021	0.193239	0.0436884	0.164032	0.0366074	0.163039	0.0381101	0.150505	0.0344636	0.138025	0.0311119	0.13668	0.0296622	0.134239	0.0282274	0.129426	0.0258292	0.126323	0.026002	0.108639	0.0226917	0.112135	0.0228598	0.109674	0.0215494	0.0860802	0.0171448	0.0725266	0.0151918	0.0662082	0.014645	0.0468413	0.0121075	0.0309251	0.0103027	0.0319961	0.0121147	0.0287974	0.0117796	0.0243654	0.00947948	0.0147105	0.00603152	0.00854847	0.00449283	0.00647021	0.00375086	0.00419822	0.00315095	0.00449681	0.00327083	0.00264454	0.00170852	0.00148154	0.00125322	0.000888096	0.000682461	0.000634811	0.000634494	0.000635599	0.000635282	0.000188892	0.000188798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-870.578	0.0378004	0.00586546	3.15362e-05	2.29003e-05	0.0011741	0.000751119	0.0068446	0.00296366	0.0234075	0.00604675	0.0648946	0.0122678	0.133828	0.0227533	0.201299	0.0328606	0.25919	0.0413847	0.297786	0.0465984	0.324415	0.0498384	0.341613	0.0520934	0.353632	0.0541519	0.351835	0.0537163	0.360887	0.0551459	0.379442	0.0587307	0.139761	0.0265713	0.167771	0.0307539	0.168753	0.0303931	0.181994	0.032171	0.193766	0.0337564	0.206428	0.0347918	0.21693	0.0366643	0.221215	0.0373351	0.226278	0.0371224	0.217054	0.0355708	0.20424	0.0330731	0.208954	0.0335048	0.206036	0.0321136	0.214203	0.0345264	0.186226	0.0281533	0.171783	0.0251803	0.186902	0.0267069	0.189788	0.0286875	0.178664	0.0280092	0.170783	0.0269764	0.155183	0.0238358	0.141787	0.0207476	0.144757	0.0222207	0.152611	0.0246895	0.140792	0.0233451	0.143083	0.0246393	0.123845	0.0221668	0.111317	0.0211196	0.106323	0.0206286	0.102891	0.0209019	0.094354	0.0184326	0.10277	0.0214576	0.0954415	0.0202087	0.0887493	0.0182905	0.0799441	0.0155217	0.0686763	0.013011	0.0553163	0.0112817	0.0494134	0.0110681	0.0513401	0.0122507	0.0422379	0.0108307	0.0315774	0.00885625	0.0260772	0.00798383	0.0288019	0.00853519	0.017782	0.0069469	0.0153717	0.00658345	0.0124395	0.00627605	0.00627602	0.00280506	0.00379935	0.00230028	0.00488331	0.00297907	0.00442408	0.00271702	0.00322679	0.00241899	0.00454819	0.00328239	0.00158984	0.00158027	0.00179669	0.0017958	0.000782889	0.000782498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-857.287	0.0448636	0.00663848	0.000534095	0.000533828	0.00169706	0.00147347	0.00526693	0.0037329	0.0218312	0.00674912	0.0658207	0.01201	0.140887	0.0225457	0.212257	0.0330395	0.267854	0.0403664	0.314491	0.0469798	0.343267	0.0508512	0.369723	0.0555179	0.381097	0.058188	0.395524	0.0607207	0.415101	0.0654184	0.413111	0.0643693	0.135495	0.0231842	0.181757	0.0322599	0.188897	0.0326948	0.214211	0.0387249	0.235027	0.0415063	0.246202	0.0431411	0.257656	0.0435305	0.254484	0.0414444	0.267144	0.0423458	0.260917	0.0393737	0.276024	0.0416307	0.277155	0.0420752	0.26339	0.0397036	0.280103	0.0414572	0.255967	0.0364642	0.247948	0.0357639	0.25773	0.0382192	0.256771	0.0383125	0.250412	0.0373451	0.229224	0.03447	0.22713	0.0341451	0.202855	0.0303438	0.204269	0.0305882	0.239285	0.0397179	0.210541	0.032686	0.211463	0.0318693	0.180026	0.0284611	0.15821	0.0258734	0.141263	0.0264021	0.138339	0.0247619	0.11886	0.0227039	0.112708	0.0223186	0.0910616	0.0177228	0.106566	0.0205827	0.10961	0.0196704	0.0888143	0.0162947	0.0765006	0.0157965	0.0740962	0.0140842	0.0665338	0.0144008	0.0467996	0.0120692	0.0437751	0.011014	0.0408524	0.0104665	0.0353329	0.00890624	0.0217605	0.00682114	0.0192486	0.00689302	0.015805	0.00649814	0.00966236	0.00420469	0.00701224	0.00331676	0.00340013	0.00164648	0.00122036	0.000913692	0.000804871	0.000564193	0.000901713	0.000760234	0.00105028	0.000905626	0.000914022	0.000913565	0.000917981	0.000917522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
