"#Z","energy (eV)","fraction","name"
3,54.3000,1.00000,"Ka1"
4,108.5000,1.00000,"Ka1"
5,185.0500,1.00000,"Ka1"
6,281.7700,1.00000,"Ka1"
7,392.3000,1.00000,"Ka1"
8,522.9500,1.00000,"Ka1"
9,677.2400,1.00000,"Ka1"
10,848.3100,1.00000,"Ka1"
11,1041.1000,1.00000,"Ka1"
12,1253.7000,1.00000,"Ka1"
13,1486.9000,1.00000,"Ka1"
14,1740.0000,1.00000,"Ka1"
15,2013.0000,1.00000,"Ka1"
16,2307.0000,1.00000,"Ka1"
17,2622.0000,1.00000,"Ka1"
18,2957.0000,1.00000,"Ka1"
19,3313.0000,1.00000,"Ka1"
20,3691.0000,1.00000,"Ka1"
21,4090.0000,1.00000,"Ka1"
22,4510.0000,1.00000,"Ka1"
23,4950.9000,1.00000,"Ka1"
24,5414.0000,1.00000,"Ka1"
25,5898.0000,1.00000,"Ka1"
26,6403.0000,1.00000,"Ka1"
27,6929.0000,1.00000,"Ka1"
28,7476.8000,1.00000,"Ka1"
29,8046.0000,1.00000,"Ka1"
30,8636.8000,1.00000,"Ka1"
31,9250.2000,1.00000,"Ka1"
32,9885.3000,1.00000,"Ka1"
33,10542.0000,1.00000,"Ka1"
34,11220.0000,1.00000,"Ka1"
35,11922.0000,1.00000,"Ka1"
36,12649.0000,1.00000,"Ka1"
37,13393.0000,1.00000,"Ka1"
38,14163.0000,1.00000,"Ka1"
39,14955.0000,1.00000,"Ka1"
40,15776.0000,1.00000,"Ka1"
41,16617.0000,1.00000,"Ka1"
42,17481.0000,1.00000,"Ka1"
43,18368.0000,1.00000,"Ka1"
44,19282.0000,1.00000,"Ka1"
45,20217.0000,1.00000,"Ka1"
46,21180.0000,1.00000,"Ka1"
47,22166.0000,1.00000,"Ka1"
48,23175.0000,1.00000,"Ka1"
49,24209.0000,1.00000,"Ka1"
50,25272.0000,1.00000,"Ka1"
51,26359.0000,1.00000,"Ka1"
52,27471.0000,1.00000,"Ka1"
53,28615.0000,1.00000,"Ka1"
54,29779.0000,1.00000,"Ka1"
55,30971.0000,1.00000,"Ka1"
56,32196.0000,1.00000,"Ka1"
57,33441.0000,1.00000,"Ka1"
58,34717.0000,1.00000,"Ka1"
59,36031.0000,1.00000,"Ka1"
60,37358.0000,1.00000,"Ka1"
61,38725.0000,1.00000,"Ka1"
62,40118.0000,1.00000,"Ka1"
63,41534.0000,1.00000,"Ka1"
64,42992.0000,1.00000,"Ka1"
65,44476.0000,1.00000,"Ka1"
66,45997.0000,1.00000,"Ka1"
67,47534.0000,1.00000,"Ka1"
68,49100.0000,1.00000,"Ka1"
69,50730.0000,1.00000,"Ka1"
70,52362.0000,1.00000,"Ka1"
71,54078.0000,1.00000,"Ka1"
72,55810.0000,1.00000,"Ka1"
73,57549.0000,1.00000,"Ka1"
74,59315.0000,1.00000,"Ka1"
75,61132.0000,1.00000,"Ka1"
76,63000.0000,1.00000,"Ka1"
77,64917.0000,1.00000,"Ka1"
78,66846.0000,1.00000,"Ka1"
79,68816.0000,1.00000,"Ka1"
80,70806.0000,1.00000,"Ka1"
81,72869.0000,1.00000,"Ka1"
82,74989.0000,1.00000,"Ka1"
83,77091.0000,1.00000,"Ka1"
84,79272.0000,1.00000,"Ka1"
85,81513.0000,1.00000,"Ka1"
86,83771.0000,1.00000,"Ka1"
87,86098.0000,1.00000,"Ka1"
88,88495.0000,1.00000,"Ka1"
89,90895.0000,1.00000,"Ka1"
90,93382.0000,1.00000,"Ka1"
91,95886.0000,1.00000,"Ka1"
92,98434.0000,1.00000,"Ka1"
93,101005.0000,1.00000,"Ka1"
94,103750.0000,1.00000,"Ka1"
95,105970.0000,1.00000,"Ka1"
3,54.3000,1.00000,"Ka2"
4,108.5000,0.50000,"Ka2"
5,185.0500,0.50000,"Ka2"
6,281.7700,0.50000,"Ka2"
7,392.3000,0.50000,"Ka2"
8,522.9500,0.50000,"Ka2"
9,677.2400,0.50000,"Ka2"
10,848.3100,0.50000,"Ka2"
11,1041.1000,0.50000,"Ka2"
12,1253.7000,0.50000,"Ka2"
13,1486.5000,0.50000,"Ka2"
14,1739.0000,0.50330,"Ka2"
15,2012.0000,0.50720,"Ka2"
16,2306.0000,0.50530,"Ka2"
17,2620.0000,0.50540,"Ka2"
18,2955.0000,0.50420,"Ka2"
19,3310.0000,0.50580,"Ka2"
20,3686.9000,0.50590,"Ka2"
21,4085.0000,0.50530,"Ka2"
22,4504.0000,0.50680,"Ka2"
23,4944.0000,0.50990,"Ka2"
24,5405.0000,0.50930,"Ka2"
25,5887.0000,0.50970,"Ka2"
26,6390.1000,0.51230,"Ka2"
27,6914.0000,0.51040,"Ka2"
28,7460.2000,0.51180,"Ka2"
29,8026.2000,0.51400,"Ka2"
30,8614.0000,0.51430,"Ka2"
31,9222.7000,0.51340,"Ka2"
32,9853.8000,0.51500,"Ka2"
33,10506.0000,0.51530,"Ka2"
34,11179.0000,0.51600,"Ka2"
35,11876.0000,0.51820,"Ka2"
36,12596.0000,0.51820,"Ka2"
37,13333.0000,0.51890,"Ka2"
38,14095.0000,0.52090,"Ka2"
39,14880.0000,0.52310,"Ka2"
40,15692.0000,0.50000,"Ka2"
41,16522.0000,0.50000,"Ka2"
42,17376.0000,0.50000,"Ka2"
43,18251.0000,0.50000,"Ka2"
44,19150.0000,0.50000,"Ka2"
45,20073.0000,0.50000,"Ka2"
46,21021.0000,0.50000,"Ka2"
47,21993.0000,0.50000,"Ka2"
48,22986.0000,0.50000,"Ka2"
49,24002.0000,0.50000,"Ka2"
50,25047.0000,0.50000,"Ka2"
51,26115.0000,0.50000,"Ka2"
52,27206.0000,0.50000,"Ka2"
53,28320.0000,0.50000,"Ka2"
54,29458.0000,0.50000,"Ka2"
55,30626.0000,0.50000,"Ka2"
56,31816.0000,0.50000,"Ka2"
57,33039.0000,0.50000,"Ka2"
58,34284.0000,0.50000,"Ka2"
59,35555.0000,0.50000,"Ka2"
60,36847.0000,0.50000,"Ka2"
61,38165.0000,0.50000,"Ka2"
62,39531.0000,0.50000,"Ka2"
63,40889.0000,0.50000,"Ka2"
64,42287.0000,0.50000,"Ka2"
65,43737.0000,0.50000,"Ka2"
66,45190.0000,0.50000,"Ka2"
67,46691.0000,0.50000,"Ka2"
68,48219.0000,0.50000,"Ka2"
69,49771.0000,0.50000,"Ka2"
70,51341.0000,0.50000,"Ka2"
71,52967.0000,0.50000,"Ka2"
72,54627.0000,0.50000,"Ka2"
73,56293.0000,0.50000,"Ka2"
74,57981.0000,0.50000,"Ka2"
75,59716.0000,0.50000,"Ka2"
76,61497.0000,0.50000,"Ka2"
77,63290.0000,0.50000,"Ka2"
78,65122.0000,0.50000,"Ka2"
79,66990.0000,0.50000,"Ka2"
80,68878.0000,0.50000,"Ka2"
81,70825.0000,0.50000,"Ka2"
82,72826.0000,0.50000,"Ka2"
83,74807.0000,0.50000,"Ka2"
84,76864.0000,0.50000,"Ka2"
85,78969.0000,0.50000,"Ka2"
86,81086.0000,0.50000,"Ka2"
87,83209.0000,0.50000,"Ka2"
88,85445.0000,0.50000,"Ka2"
89,87681.0000,0.50000,"Ka2"
90,89986.0000,0.50000,"Ka2"
91,92316.0000,0.50000,"Ka2"
92,94668.0000,0.50000,"Ka2"
93,97023.0000,0.50000,"Ka2"
94,99540.0000,0.50000,"Ka2"
95,101620.0000,0.50000,"Ka2"
10,857.4100,0.01000,"Kb1"
11,1067.2000,0.01000,"Kb1"
12,1295.5000,0.01000,"Kb1"
13,1553.0000,0.01320,"Kb1"
14,1829.0000,0.02779,"Kb1"
15,2136.0000,0.04980,"Kb1"
16,2464.0000,0.06525,"Kb1"
17,2815.0000,0.08380,"Kb1"
18,3190.0000,0.10169,"Kb1"
19,3589.0000,0.10390,"Kb1"
20,4011.9000,0.11200,"Kb1"
21,4460.1000,0.12839,"Kb1"
22,4931.0000,0.11673,"Kb1"
23,5426.1000,0.11655,"Kb1"
24,5946.0000,0.11680,"Kb1"
25,6489.1000,0.11885,"Kb1"
26,7056.8000,0.11895,"Kb1"
27,7648.0000,0.12020,"Kb1"
28,8263.2000,0.12100,"Kb1"
29,8904.1000,0.12270,"Kb1"
30,9570.1000,0.12605,"Kb1"
31,10263.0000,0.12870,"Kb1"
32,10980.0000,0.13220,"Kb1"
33,11724.0000,0.14589,"Kb1"
34,12494.0000,0.15050,"Kb1"
35,13288.0000,0.15289,"Kb1"
36,14110.0000,0.15380,"Kb1"
37,14959.0000,0.15580,"Kb1"
38,15837.0000,0.15000,"Kb1"
39,16739.0000,0.15000,"Kb1"
40,17668.0000,0.15000,"Kb1"
41,18623.0000,0.15000,"Kb1"
42,19609.0000,0.15000,"Kb1"
43,20619.0000,0.15000,"Kb1"
44,21658.0000,0.15000,"Kb1"
45,22724.0000,0.15000,"Kb1"
46,23817.0000,0.15000,"Kb1"
47,24946.0000,0.15000,"Kb1"
48,26098.0000,0.15000,"Kb1"
49,27278.0000,0.15000,"Kb1"
50,28490.0000,0.15000,"Kb1"
51,29729.0000,0.15000,"Kb1"
52,30995.0000,0.15000,"Kb1"
53,32297.0000,0.15000,"Kb1"
54,33624.0000,0.15000,"Kb1"
55,34992.0000,0.15000,"Kb1"
56,36381.0000,0.15000,"Kb1"
57,37804.0000,0.15000,"Kb1"
58,39255.0000,0.15000,"Kb1"
59,40755.0000,0.15000,"Kb1"
60,42272.0000,0.15000,"Kb1"
61,43825.0000,0.15000,"Kb1"
62,45406.0000,0.15000,"Kb1"
63,47028.0000,0.15000,"Kb1"
64,48697.0000,0.15000,"Kb1"
65,50382.0000,0.15000,"Kb1"
66,52119.0000,0.15000,"Kb1"
67,53877.0000,0.15000,"Kb1"
68,55681.0000,0.15000,"Kb1"
69,57517.0000,0.15000,"Kb1"
70,59370.0000,0.15000,"Kb1"
71,61283.0000,0.15000,"Kb1"
72,63234.0000,0.15000,"Kb1"
73,65223.0000,0.15000,"Kb1"
74,67244.0000,0.15000,"Kb1"
75,69317.0000,0.15000,"Kb1"
76,71397.0000,0.15000,"Kb1"
77,73562.0000,0.15000,"Kb1"
78,75769.0000,0.15000,"Kb1"
79,77965.0000,0.15000,"Kb1"
80,80247.0000,0.15000,"Kb1"
81,82576.0000,0.15000,"Kb1"
82,84936.0000,0.15000,"Kb1"
83,87319.0000,0.15000,"Kb1"
84,89776.0000,0.15000,"Kb1"
85,92316.0000,0.15000,"Kb1"
86,94859.0000,0.15000,"Kb1"
87,97469.0000,0.15000,"Kb1"
88,100150.0000,0.15000,"Kb1"
89,102800.0000,0.15000,"Kb1"
90,105570.0000,0.15000,"Kb1"
91,108470.0000,0.15000,"Kb1"
92,111270.0000,0.15000,"Kb1"
93,114181.0000,0.15000,"Kb1"
94,117200.0000,0.15000,"Kb1"
95,120370.0000,0.15000,"Kb1"
28,8328.7000,0.00100,"Kb2"
29,8977.7000,0.00100,"Kb2"
30,9658.2000,0.00100,"Kb2"
31,10365.0000,0.00160,"Kb2"
32,11099.0000,0.00470,"Kb2"
33,11862.0000,0.00820,"Kb2"
34,12650.0000,0.01240,"Kb2"
35,13467.0000,0.01740,"Kb2"
36,14312.0000,0.02290,"Kb2"
37,15185.0000,0.05000,"Kb2"
38,16086.0000,0.05000,"Kb2"
39,17012.0000,0.05000,"Kb2"
40,17971.0000,0.05000,"Kb2"
41,18954.0000,0.05000,"Kb2"
42,19966.0000,0.05000,"Kb2"
43,21007.0000,0.05000,"Kb2"
44,22075.0000,0.05000,"Kb2"
45,23171.0000,0.05000,"Kb2"
46,24299.0000,0.05000,"Kb2"
47,25459.0000,0.05000,"Kb2"
48,26643.0000,0.05000,"Kb2"
49,27861.0000,0.05000,"Kb2"
50,29113.0000,0.05000,"Kb2"
51,30393.0000,0.05000,"Kb2"
52,31702.0000,0.05000,"Kb2"
53,33042.0000,0.05000,"Kb2"
54,34415.0000,0.05000,"Kb2"
55,35823.0000,0.05000,"Kb2"
56,37257.0000,0.05000,"Kb2"
57,38726.0000,0.05000,"Kb2"
58,40225.0000,0.05000,"Kb2"
59,41759.0000,0.05000,"Kb2"
60,43308.0000,0.05000,"Kb2"
61,44921.0000,0.05000,"Kb2"
62,46550.0000,0.05000,"Kb2"
63,48256.0000,0.05000,"Kb2"
64,49959.0000,0.05000,"Kb2"
65,51720.0000,0.05000,"Kb2"
66,53510.0000,0.05000,"Kb2"
67,55320.0000,0.05000,"Kb2"
68,57210.0000,0.05000,"Kb2"
69,59090.0000,0.05000,"Kb2"
70,60980.0000,0.05000,"Kb2"
71,62970.0000,0.05000,"Kb2"
72,64980.0000,0.05000,"Kb2"
73,66990.0000,0.05000,"Kb2"
74,69085.0000,0.05000,"Kb2"
75,71192.0000,0.05000,"Kb2"
76,73344.0000,0.05000,"Kb2"
77,75584.0000,0.05000,"Kb2"
78,77818.0000,0.05000,"Kb2"
79,80137.0000,0.05000,"Kb2"
80,82489.0000,0.05000,"Kb2"
81,84880.0000,0.05000,"Kb2"
82,87300.0000,0.05000,"Kb2"
83,89790.0000,0.05000,"Kb2"
84,92316.0000,0.05000,"Kb2"
85,94932.0000,0.05000,"Kb2"
86,97546.0000,0.05000,"Kb2"
87,100230.0000,0.05000,"Kb2"
88,102970.0000,0.05000,"Kb2"
89,105790.0000,0.05000,"Kb2"
90,108630.0000,0.05000,"Kb2"
91,111490.0000,0.05000,"Kb2"
92,114480.0000,0.05000,"Kb2"
93,117533.0000,0.15000,"Kb2"
94,120600.0000,0.15000,"Kb2"
95,123980.0000,0.15000,"Kb2"
13,1553.0000,0.00660,"Kb3"
14,1829.0000,0.01390,"Kb3"
15,2136.0000,0.02250,"Kb3"
16,2464.0000,0.03110,"Kb3"
17,2815.0000,0.04090,"Kb3"
18,3190.0000,0.05170,"Kb3"
19,3589.0000,0.05800,"Kb3"
20,4011.9000,0.06310,"Kb3"
21,4460.1000,0.06420,"Kb3"
22,4931.0000,0.06580,"Kb3"
23,5426.1000,0.06690,"Kb3"
24,5946.0000,0.06510,"Kb3"
25,6489.1000,0.06800,"Kb3"
26,7056.8000,0.06840,"Kb3"
27,7648.0000,0.06880,"Kb3"
28,8263.2000,0.06920,"Kb3"
29,8904.1000,0.06840,"Kb3"
30,9570.1000,0.07010,"Kb3"
31,10259.0000,0.07170,"Kb3"
32,10976.0000,0.07330,"Kb3"
33,11718.0000,0.07500,"Kb3"
34,12487.0000,0.07690,"Kb3"
35,13281.0000,0.07840,"Kb3"
36,14102.0000,0.07850,"Kb3"
37,14948.0000,0.07990,"Kb3"
38,15826.0000,0.15000,"Kb3"
39,16727.0000,0.15000,"Kb3"
40,17656.0000,0.15000,"Kb3"
41,18606.0000,0.15000,"Kb3"
42,19593.0000,0.15000,"Kb3"
43,20598.0000,0.15000,"Kb3"
44,21635.0000,0.15000,"Kb3"
45,22699.0000,0.15000,"Kb3"
46,23790.0000,0.15000,"Kb3"
47,24916.0000,0.15000,"Kb3"
48,26065.0000,0.15000,"Kb3"
49,27242.0000,0.15000,"Kb3"
50,28444.0000,0.15000,"Kb3"
51,29679.0000,0.15000,"Kb3"
52,30948.0000,0.15000,"Kb3"
53,32238.0000,0.15000,"Kb3"
54,33563.0000,0.15000,"Kb3"
55,34923.0000,0.15000,"Kb3"
56,36306.0000,0.15000,"Kb3"
57,37723.0000,0.15000,"Kb3"
58,39168.0000,0.15000,"Kb3"
59,40661.0000,0.15000,"Kb3"
60,42171.0000,0.15000,"Kb3"
61,43717.0000,0.15000,"Kb3"
62,45290.0000,0.15000,"Kb3"
63,46904.0000,0.15000,"Kb3"
64,48556.0000,0.15000,"Kb3"
65,50236.0000,0.15000,"Kb3"
66,51956.0000,0.15000,"Kb3"
67,53711.0000,0.15000,"Kb3"
68,55494.0000,0.15000,"Kb3"
69,57304.0000,0.15000,"Kb3"
70,59140.0000,0.15000,"Kb3"
71,61050.0000,0.15000,"Kb3"
72,62980.0000,0.15000,"Kb3"
73,64949.0000,0.15000,"Kb3"
74,66951.0000,0.15000,"Kb3"
75,68994.0000,0.15000,"Kb3"
76,71077.0000,0.15000,"Kb3"
77,73203.0000,0.15000,"Kb3"
78,75368.0000,0.15000,"Kb3"
79,77574.0000,0.15000,"Kb3"
80,80039.0000,0.15000,"Kb3"
81,82104.0000,0.15000,"Kb3"
82,84458.0000,0.15000,"Kb3"
83,86829.0000,0.15000,"Kb3"
84,89259.0000,0.15000,"Kb3"
85,91702.0000,0.15000,"Kb3"
86,94210.0000,0.15000,"Kb3"
87,96785.0000,0.15000,"Kb3"
88,99423.0000,0.15000,"Kb3"
89,102130.0000,0.15000,"Kb3"
90,104860.0000,0.15000,"Kb3"
91,107620.0000,0.15000,"Kb3"
92,110380.0000,0.15000,"Kb3"
93,113130.0000,0.15000,"Kb3"
94,115880.0000,0.15000,"Kb3"
95,118630.0000,0.15000,"Kb3"
36,14329.0000,0.00001,"Kb4"
37,15208.0000,0.00001,"Kb4"
38,16105.0000,0.00001,"Kb4"
39,17038.0000,0.00001,"Kb4"
40,17995.0000,0.00001,"Kb4"
41,18983.0000,0.00001,"Kb4"
42,19999.0000,0.00001,"Kb4"
43,21007.0000,0.00001,"Kb4"
44,22107.0000,0.00001,"Kb4"
45,23218.0000,0.00001,"Kb4"
46,24343.0000,0.00001,"Kb4"
47,25512.0000,0.00001,"Kb4"
48,26710.0000,0.00001,"Kb4"
49,27930.0000,0.00001,"Kb4"
50,29175.0000,0.00001,"Kb4"
51,30461.0000,0.00001,"Kb4"
52,31781.0000,0.00001,"Kb4"
53,33129.0000,0.00001,"Kb4"
54,34509.0000,0.00001,"Kb4"
55,35921.0000,0.00001,"Kb4"
56,37363.0000,0.00001,"Kb4"
57,38836.0000,0.00001,"Kb4"
58,40343.0000,0.00001,"Kb4"
59,41887.0000,0.00001,"Kb4"
60,43467.0000,0.00001,"Kb4"
61,45082.0000,0.00001,"Kb4"
62,46734.0000,0.00001,"Kb4"
63,48423.0000,0.00001,"Kb4"
64,50147.0000,0.00001,"Kb4"
65,51905.0000,0.00001,"Kb4"
66,53698.0000,0.00001,"Kb4"
67,55527.0000,0.00001,"Kb4"
68,57390.0000,0.00001,"Kb4"
69,59287.0000,0.00001,"Kb4"
70,61217.0000,0.00001,"Kb4"
71,63181.0000,0.00001,"Kb4"
72,65179.0000,0.00001,"Kb4"
73,67209.0000,0.00001,"Kb4"
74,69278.0000,0.00001,"Kb4"
75,71418.0000,0.00001,"Kb4"
76,73623.0000,0.00001,"Kb4"
77,75816.0000,0.00001,"Kb4"
78,78064.0000,0.00001,"Kb4"
79,80397.0000,0.00001,"Kb4"
80,82764.0000,0.00001,"Kb4"
81,85210.0000,0.00001,"Kb4"
82,87566.0000,0.00001,"Kb4"
83,90102.0000,0.00001,"Kb4"
84,92699.0000,0.00001,"Kb4"
85,95311.0000,0.00001,"Kb4"
86,97951.0000,0.00001,"Kb4"
87,100630.0000,0.00001,"Kb4"
88,103360.0000,0.00001,"Kb4"
89,106170.0000,0.00001,"Kb4"
90,109040.0000,0.00001,"Kb4"
91,112000.0000,0.00001,"Kb4"
92,115010.0000,0.00001,"Kb4"
93,118020.0000,0.00001,"Kb4"
94,121030.0000,0.00001,"Kb4"
95,124050.0000,0.00001,"Kb4"
19,3602.7000,0.00010,"Kb5"
20,4033.0000,0.00010,"Kb5"
21,4486.1000,0.00010,"Kb5"
22,4961.0000,0.00010,"Kb5"
23,5462.0000,0.00010,"Kb5"
24,5986.0000,0.00010,"Kb5"
25,6533.9000,0.00010,"Kb5"
26,7107.0000,0.00010,"Kb5"
27,7705.0000,0.00010,"Kb5"
28,8327.0000,0.00010,"Kb5"
29,8976.3000,0.00020,"Kb5"
30,9648.3000,0.00020,"Kb5"
31,10346.0000,0.00020,"Kb5"
32,11073.0000,0.00020,"Kb5"
33,11819.0000,0.00030,"Kb5"
34,12595.0000,0.00030,"Kb5"
35,13402.0000,0.00040,"Kb5"
36,14234.0000,0.00050,"Kb5"
37,15085.0000,0.00050,"Kb5"
38,15969.0000,0.00050,"Kb5"
39,16880.0000,0.00050,"Kb5"
40,17816.0000,0.00050,"Kb5"
41,18784.0000,0.00050,"Kb5"
42,19778.0000,0.00050,"Kb5"
43,20791.0000,0.00050,"Kb5"
44,21834.0000,0.00050,"Kb5"
45,22917.0000,0.00050,"Kb5"
46,23997.0000,0.00050,"Kb5"
47,25149.0000,0.00050,"Kb5"
48,26320.0000,0.00050,"Kb5"
49,27502.0000,0.00050,"Kb5"
50,28715.0000,0.00050,"Kb5"
51,29966.0000,0.00050,"Kb5"
52,31256.0000,0.00050,"Kb5"
53,32574.0000,0.00050,"Kb5"
54,33921.0000,0.00050,"Kb5"
55,35288.0000,0.00050,"Kb5"
56,36672.0000,0.00050,"Kb5"
57,38083.0000,0.00050,"Kb5"
58,39556.0000,0.00050,"Kb5"
59,41060.0000,0.00050,"Kb5"
60,42586.0000,0.00050,"Kb5"
61,44141.0000,0.00050,"Kb5"
62,45733.0000,0.00050,"Kb5"
63,47369.0000,0.00050,"Kb5"
64,49043.0000,0.00050,"Kb5"
65,50758.0000,0.00050,"Kb5"
66,52490.0000,0.00050,"Kb5"
67,54235.0000,0.00050,"Kb5"
68,56049.0000,0.00050,"Kb5"
69,57935.0000,0.00050,"Kb5"
70,59779.0000,0.00050,"Kb5"
71,61744.0000,0.00050,"Kb5"
72,63710.0000,0.00050,"Kb5"
73,65675.0000,0.00050,"Kb5"
74,67687.0000,0.00050,"Kb5"
75,69770.0000,0.00050,"Kb5"
76,71873.0000,0.00050,"Kb5"
77,74046.0000,0.00050,"Kb5"
78,76236.0000,0.00050,"Kb5"
79,78510.0000,0.00050,"Kb5"
80,80769.0000,0.00050,"Kb5"
81,83097.0000,0.00050,"Kb5"
82,85509.0000,0.00050,"Kb5"
83,87867.0000,0.00050,"Kb5"
84,90288.0000,0.00050,"Kb5"
85,92784.0000,0.00050,"Kb5"
86,95368.0000,0.00050,"Kb5"
87,98019.0000,0.00050,"Kb5"
88,100730.0000,0.00050,"Kb5"
89,103490.0000,0.00050,"Kb5"
90,106300.0000,0.00050,"Kb5"
91,109140.0000,0.00050,"Kb5"
92,112000.0000,0.00050,"Kb5"
93,114860.0000,0.00050,"Kb5"
94,117720.0000,0.00050,"Kb5"
95,120580.0000,0.00050,"Kb5"
72,8668.2000,0.00010,"L1M1"
73,8975.8000,0.00010,"L1M1"
74,9276.5000,0.00010,"L1M1"
75,9567.4000,0.00010,"L1M1"
76,9861.8000,0.00010,"L1M1"
77,10177.0000,0.00010,"L1M1"
78,10530.0000,0.00010,"L1M1"
79,10921.0000,0.00010,"L1M1"
80,11292.0000,0.00010,"L1M1"
81,11648.0000,0.00010,"L1M1"
82,12010.0000,0.00010,"L1M1"
83,12392.0000,0.00010,"L1M1"
72,10728.0000,0.00010,"L1N1"
73,11118.0000,0.00010,"L1N1"
74,11508.0000,0.00010,"L1N1"
75,11900.0000,0.00010,"L1N1"
76,12293.0000,0.00010,"L1N1"
77,12692.0000,0.00010,"L1N1"
78,13111.0000,0.00010,"L1N1"
79,13579.0000,0.00010,"L1N1"
80,14045.0000,0.00010,"L1N1"
81,14502.0000,0.00010,"L1N1"
82,14963.0000,0.00010,"L1N1"
83,15455.0000,0.00010,"L1N1"
84,15956.0000,0.00010,"L1N1"
85,16462.0000,0.00010,"L1N1"
86,16976.0000,0.00010,"L1N1"
87,17500.0000,0.00010,"L1N1"
88,18037.0000,0.00010,"L1N1"
89,18587.0000,0.00010,"L1N1"
90,19145.0000,0.00010,"L1N1"
91,19704.0000,0.00010,"L1N1"
92,20263.0000,0.00010,"L1N1"
93,20822.0000,0.00010,"L1N1"
94,21381.0000,0.00010,"L1N1"
95,21940.0000,0.00010,"L1N1"
71,10667.0000,0.00010,"L1N4"
72,11045.0000,0.00010,"L1N4"
73,11440.0000,0.00010,"L1N4"
74,11847.0000,0.00010,"L1N4"
75,12253.0000,0.00010,"L1N4"
76,12688.0000,0.00010,"L1N4"
77,13108.0000,0.00010,"L1N4"
78,13544.0000,0.00010,"L1N4"
79,13998.0000,0.00010,"L1N4"
80,14462.0000,0.00010,"L1N4"
81,14938.0000,0.00010,"L1N4"
82,15428.0000,0.00010,"L1N4"
83,15924.0000,0.00010,"L1N4"
84,16434.0000,0.00010,"L1N4"
85,16957.0000,0.00010,"L1N4"
86,17494.0000,0.00010,"L1N4"
87,18042.0000,0.00010,"L1N4"
88,18601.0000,0.00010,"L1N4"
89,19170.0000,0.00010,"L1N4"
90,19756.0000,0.00010,"L1N4"
91,20362.0000,0.00010,"L1N4"
92,20978.0000,0.00010,"L1N4"
93,21597.0000,0.00010,"L1N4"
94,22216.0000,0.00010,"L1N4"
95,22835.0000,0.00010,"L1N4"
70,10432.0000,0.00270,"L1O1"
71,10811.0000,0.00270,"L1O1"
72,11203.0000,0.00270,"L1O1"
73,11612.0000,0.00270,"L1O1"
74,12017.0000,0.00050,"L1O1"
75,12443.0000,0.00270,"L1O1"
76,12872.0000,0.00270,"L1O1"
77,13272.0000,0.00270,"L1O1"
78,13789.0000,0.00270,"L1O1"
79,14239.0000,0.00270,"L1O1"
80,14701.0000,0.00270,"L1O1"
81,15197.0000,0.00270,"L1O1"
82,15700.0000,0.00270,"L1O1"
83,16185.0000,0.00270,"L1O1"
84,16691.0000,0.00270,"L1O1"
85,17226.0000,0.00270,"L1O1"
86,17786.0000,0.00270,"L1O1"
87,18366.0000,0.00270,"L1O1"
88,18961.0000,0.00270,"L1O1"
89,19565.0000,0.00270,"L1O1"
90,20175.0000,0.00270,"L1O1"
91,20785.0000,0.00270,"L1O1"
92,21395.0000,0.00270,"L1O1"
93,22005.0000,0.00270,"L1O1"
94,22616.0000,0.00270,"L1O1"
95,23226.0000,0.00270,"L1O1"
67,9386.8000,0.00270,"L1O4"
68,9745.8000,0.00270,"L1O4"
69,10110.0000,0.00270,"L1O4"
70,10484.0000,0.00270,"L1O4"
71,10866.0000,0.00270,"L1O4"
72,11263.0000,0.00270,"L1O4"
73,11676.0000,0.00270,"L1O4"
74,12095.0000,0.00398,"L1O4"
75,12525.0000,0.00270,"L1O4"
76,12968.0000,0.00270,"L1O4"
77,13414.0000,0.00270,"L1O4"
78,13863.0000,0.00270,"L1O4"
79,14349.0000,0.00270,"L1O4"
80,14838.0000,0.00270,"L1O4"
81,15332.0000,0.00270,"L1O4"
82,15843.0000,0.00270,"L1O4"
83,16358.0000,0.00270,"L1O4"
84,16889.0000,0.00270,"L1O4"
85,17437.0000,0.00270,"L1O4"
86,18001.0000,0.00270,"L1O4"
87,18579.0000,0.00270,"L1O4"
88,19168.0000,0.00270,"L1O4"
89,19769.0000,0.00270,"L1O4"
90,20384.0000,0.00270,"L1O4"
91,21016.0000,0.00270,"L1O4"
92,21658.0000,0.00270,"L1O4"
93,22301.0000,0.00270,"L1O4"
94,22944.0000,0.00270,"L1O4"
95,23587.0000,0.00270,"L1O4"
70,7805.4000,0.00010,"L2M2"
71,8085.9000,0.00010,"L2M2"
72,8373.7000,0.00010,"L2M2"
73,8667.0000,0.00010,"L2M2"
74,8969.1000,0.00010,"L2M2"
75,9275.8000,0.00010,"L2M2"
76,9585.7000,0.00010,"L2M2"
77,9912.7000,0.00010,"L2M2"
78,10251.0000,0.00010,"L2M2"
79,10589.0000,0.00010,"L2M2"
80,10923.0000,0.00010,"L2M2"
81,11274.0000,0.00010,"L2M2"
82,11648.0000,0.00010,"L2M2"
83,11983.0000,0.00010,"L2M2"
84,12333.0000,0.00010,"L2M2"
85,12712.0000,0.00010,"L2M2"
86,13114.0000,0.00010,"L2M2"
87,13536.0000,0.00010,"L2M2"
88,13972.0000,0.00010,"L2M2"
89,14417.0000,0.00010,"L2M2"
90,14868.0000,0.00010,"L2M2"
91,15319.0000,0.00010,"L2M2"
92,15770.0000,0.00010,"L2M2"
