"#Z","energy (eV)","fraction","name"
32,1226.9000,0.01000,"SLb''"
33,1323.7000,0.01000,"SLb''"
34,1426.8000,0.01000,"SLb''"
35,1534.0000,0.01000,"SLb''"
36,1645.6000,0.01000,"SLb''"
37,1761.8000,0.01000,"SLb''"
38,1882.1000,0.01000,"SLb''"
39,2006.4000,0.01000,"SLb''"
40,2135.4000,0.01000,"SLb''"
41,2269.7000,0.01000,"SLb''"
42,2407.2000,0.01000,"SLb''"
43,2549.3000,0.01000,"SLb''"
44,2696.5000,0.01000,"SLb''"
45,2848.9000,0.01000,"SLb''"
46,3005.4000,0.01000,"SLb''"
47,3166.5000,0.01000,"SLb''"
48,3332.8000,0.01000,"SLb''"
49,3503.5000,0.01000,"SLb''"
50,3680.8000,0.01000,"SLb''"
42,2414.2000,0.01000,"SLb1+4"
43,2558.4000,0.01000,"SLb1+4"
44,2706.1000,0.01000,"SLb1+4"
45,2859.2000,0.01000,"SLb1+4"
46,3015.6000,0.01000,"SLb1+4"
47,3178.3000,0.01000,"SLb1+4"
48,3347.3000,0.01000,"SLb1+4"
40,2241.4000,0.01000,"SLb2+1"
41,2397.4000,0.01000,"SLb2+1"
42,2543.3000,0.01000,"SLb2+1"
43,2697.7000,0.01000,"SLb2+1"
44,2860.2000,0.01000,"SLb2+1"
45,3026.7000,0.01000,"SLb2+1"
46,3198.0000,0.01000,"SLb2+1"
47,3377.2000,0.01000,"SLb2+1"
48,3558.2000,0.01000,"SLb2+1"
49,3744.7000,0.01000,"SLb2+1"
50,3937.6000,0.01000,"SLb2+1"
51,4134.1000,0.01000,"SLb2+1"
52,4337.3000,0.01000,"SLb2+1"
53,4547.7000,0.01000,"SLb2+1"
54,4764.6000,0.01000,"SLb2+1"
55,4987.6000,0.01000,"SLb2+1"
56,5216.3000,0.01000,"SLb2+1"
57,5450.2000,0.01000,"SLb2+1"
58,5688.9000,0.01000,"SLb2+1"
59,5932.0000,0.01000,"SLb2+1"
60,6178.9000,0.01000,"SLb2+1"
61,6429.3000,0.01000,"SLb2+1"
62,6682.8000,0.01000,"SLb2+1"
63,6938.7000,0.01000,"SLb2+1"
64,7196.8000,0.01000,"SLb2+1"
65,7456.5000,0.01000,"SLb2+1"
66,7717.4000,0.01000,"SLb2+1"
67,7979.0000,0.01000,"SLb2+1"
68,8241.0000,0.01000,"SLb2+1"
69,8508.1000,0.01000,"SLb2+1"
70,8800.8000,0.01000,"SLb2+1"
71,9119.3000,0.01000,"SLb2+1"
72,9396.3000,0.01000,"SLb2+1"
73,9701.3000,0.01000,"SLb2+1"
74,10009.0000,0.01000,"SLb2+1"
75,10326.0000,0.01000,"SLb2+1"
76,10654.0000,0.01000,"SLb2+1"
77,10974.0000,0.01000,"SLb2+1"
78,11306.0000,0.01000,"SLb2+1"
79,11641.0000,0.01000,"SLb2+1"
80,11982.0000,0.01000,"SLb2+1"
81,12330.0000,0.01000,"SLb2+1"
82,12682.0000,0.01000,"SLb2+1"
83,13040.0000,0.01000,"SLb2+1"
84,13403.0000,0.01000,"SLb2+1"
85,13772.0000,0.01000,"SLb2+1"
86,14145.0000,0.01000,"SLb2+1"
87,14524.0000,0.01000,"SLb2+1"
88,14907.0000,0.01000,"SLb2+1"
89,15297.0000,0.01000,"SLb2+1"
90,15692.0000,0.01000,"SLb2+1"
91,16094.0000,0.01000,"SLb2+1"
92,16500.0000,0.01000,"SLb2+1"
93,16906.0000,0.01000,"SLb2+1"
94,17312.0000,0.01000,"SLb2+1"
95,17718.0000,0.01000,"SLb2+1"
40,2247.7000,0.01000,"SLb2+2"
41,2398.0000,0.01000,"SLb2+2"
42,2550.7000,0.01000,"SLb2+2"
43,2708.1000,0.01000,"SLb2+2"
44,2869.8000,0.01000,"SLb2+2"
45,3035.9000,0.01000,"SLb2+2"
46,3207.3000,0.01000,"SLb2+2"
47,3386.2000,0.01000,"SLb2+2"
48,3567.6000,0.01000,"SLb2+2"
49,3753.9000,0.01000,"SLb2+2"
50,3947.2000,0.01000,"SLb2+2"
51,4144.5000,0.01000,"SLb2+2"
52,4348.7000,0.01000,"SLb2+2"
53,4551.4000,0.01000,"SLb2+2"
54,4763.1000,0.01000,"SLb2+2"
55,4983.1000,0.01000,"SLb2+2"
56,5208.7000,0.01000,"SLb2+2"
57,5438.7000,0.01000,"SLb2+2"
58,5673.1000,0.01000,"SLb2+2"
59,5912.0000,0.01000,"SLb2+2"
60,6155.3000,0.01000,"SLb2+2"
61,6403.0000,0.01000,"SLb2+2"
62,6655.3000,0.01000,"SLb2+2"
63,6911.8000,0.01000,"SLb2+2"
64,7172.8000,0.01000,"SLb2+2"
65,7438.0000,0.01000,"SLb2+2"
66,7707.6000,0.01000,"SLb2+2"
67,7981.4000,0.01000,"SLb2+2"
68,8259.5000,0.01000,"SLb2+2"
69,8541.8000,0.01000,"SLb2+2"
70,8828.4000,0.01000,"SLb2+2"
71,9119.2000,0.01000,"SLb2+2"
72,9414.1000,0.01000,"SLb2+2"
73,9716.5000,0.01000,"SLb2+2"
74,10033.0000,0.01000,"SLb2+2"
75,10350.0000,0.01000,"SLb2+2"
76,10675.0000,0.01000,"SLb2+2"
77,10994.0000,0.01000,"SLb2+2"
78,11321.0000,0.01000,"SLb2+2"
79,11658.0000,0.01000,"SLb2+2"
80,12001.0000,0.01000,"SLb2+2"
81,12348.0000,0.01000,"SLb2+2"
82,12701.0000,0.01000,"SLb2+2"
83,13059.0000,0.01000,"SLb2+2"
84,13414.0000,0.01000,"SLb2+2"
85,13780.0000,0.01000,"SLb2+2"
86,14158.0000,0.01000,"SLb2+2"
87,14543.0000,0.01000,"SLb2+2"
88,14931.0000,0.01000,"SLb2+2"
89,15319.0000,0.01000,"SLb2+2"
90,15712.0000,0.01000,"SLb2+2"
91,16114.0000,0.01000,"SLb2+2"
92,16522.0000,0.01000,"SLb2+2"
93,16930.0000,0.01000,"SLb2+2"
94,17338.0000,0.01000,"SLb2+2"
95,17747.0000,0.01000,"SLb2+2"
73,9762.5000,0.01000,"SLb2+3"
74,10076.0000,0.01000,"SLb2+3"
75,10390.0000,0.01000,"SLb2+3"
76,10710.0000,0.01000,"SLb2+3"
77,11039.0000,0.01000,"SLb2+3"
78,11374.0000,0.01000,"SLb2+3"
79,11710.0000,0.01000,"SLb2+3"
80,12060.0000,0.01000,"SLb2+3"
81,12416.0000,0.01000,"SLb2+3"
82,12766.0000,0.01000,"SLb2+3"
83,13106.0000,0.01000,"SLb2+3"
84,13459.0000,0.01000,"SLb2+3"
85,13830.0000,0.01000,"SLb2+3"
86,14214.0000,0.01000,"SLb2+3"
87,14606.0000,0.01000,"SLb2+3"
88,15001.0000,0.01000,"SLb2+3"
89,15396.0000,0.01000,"SLb2+3"
90,15791.0000,0.01000,"SLb2+3"
91,16186.0000,0.01000,"SLb2+3"
92,16580.0000,0.01000,"SLb2+3"
93,16975.0000,0.01000,"SLb2+3"
94,17369.0000,0.01000,"SLb2+3"
95,17764.0000,0.01000,"SLb2+3"
74,10113.0000,0.01000,"SLb2+4"
75,10431.0000,0.01000,"SLb2+4"
76,10743.0000,0.01000,"SLb2+4"
77,11060.0000,0.01000,"SLb2+4"
78,11395.0000,0.01000,"SLb2+4"
79,11754.0000,0.01000,"SLb2+4"
80,12105.0000,0.01000,"SLb2+4"
81,12450.0000,0.01000,"SLb2+4"
82,12801.0000,0.01000,"SLb2+4"
83,13157.0000,0.01000,"SLb2+4"
84,13517.0000,0.01000,"SLb2+4"
85,13883.0000,0.01000,"SLb2+4"
86,14256.0000,0.01000,"SLb2+4"
87,14640.0000,0.01000,"SLb2+4"
88,15038.0000,0.01000,"SLb2+4"
89,15449.0000,0.01000,"SLb2+4"
90,15868.0000,0.01000,"SLb2+4"
91,16289.0000,0.01000,"SLb2+4"
92,16710.0000,0.01000,"SLb2+4"
93,17130.0000,0.01000,"SLb2+4"
94,17551.0000,0.01000,"SLb2+4"
95,17971.0000,0.01000,"SLb2+4"
75,10628.0000,0.01000,"SLb2+5"
76,10951.0000,0.01000,"SLb2+5"
77,11278.0000,0.01000,"SLb2+5"
78,11610.0000,0.01000,"SLb2+5"
79,11950.0000,0.01000,"SLb2+5"
80,12293.0000,0.01000,"SLb2+5"
81,12640.0000,0.01000,"SLb2+5"
82,12992.0000,0.01000,"SLb2+5"
83,13352.0000,0.01000,"SLb2+5"
84,13720.0000,0.01000,"SLb2+5"
85,14096.0000,0.01000,"SLb2+5"
86,14479.0000,0.01000,"SLb2+5"
87,14866.0000,0.01000,"SLb2+5"
88,15258.0000,0.01000,"SLb2+5"
89,15652.0000,0.01000,"SLb2+5"
90,16048.0000,0.01000,"SLb2+5"
91,16444.0000,0.01000,"SLb2+5"
92,16840.0000,0.01000,"SLb2+5"
93,17236.0000,0.01000,"SLb2+5"
94,17632.0000,0.01000,"SLb2+5"
95,18027.0000,0.01000,"SLb2+5"
75,10680.0000,0.01000,"SLb2+7"
76,10992.0000,0.01000,"SLb2+7"
77,11336.0000,0.01000,"SLb2+7"
78,11666.0000,0.01000,"SLb2+7"
79,12014.0000,0.01000,"SLb2+7"
80,12340.0000,0.01000,"SLb2+7"
81,12699.0000,0.01000,"SLb2+7"
82,13074.0000,0.01000,"SLb2+7"
83,13452.0000,0.01000,"SLb2+7"
84,13832.0000,0.01000,"SLb2+7"
85,14215.0000,0.01000,"SLb2+7"
86,14599.0000,0.01000,"SLb2+7"
87,14985.0000,0.01000,"SLb2+7"
88,15372.0000,0.01000,"SLb2+7"
89,15760.0000,0.01000,"SLb2+7"
90,16149.0000,0.01000,"SLb2+7"
91,16537.0000,0.01000,"SLb2+7"
92,16925.0000,0.01000,"SLb2+7"
93,17314.0000,0.01000,"SLb2+7"
94,17702.0000,0.01000,"SLb2+7"
95,18090.0000,0.01000,"SLb2+7"
44,2840.5000,0.01000,"SLb2+A"
45,3005.7000,0.01000,"SLb2+A"
46,3176.4000,0.01000,"SLb2+A"
47,3353.8000,0.01000,"SLb2+A"
48,3534.1000,0.01000,"SLb2+A"
49,3720.4000,0.01000,"SLb2+A"
50,3912.8000,0.01000,"SLb2+A"
51,4109.4000,0.01000,"SLb2+A"
52,4309.8000,0.01000,"SLb2+A"
53,4515.0000,0.01000,"SLb2+A"
54,4726.0000,0.01000,"SLb2+A"
55,4942.5000,0.01000,"SLb2+A"
56,5164.5000,0.01000,"SLb2+A"
57,5391.6000,0.01000,"SLb2+A"
58,5623.8000,0.01000,"SLb2+A"
59,5860.6000,0.01000,"SLb2+A"
60,6099.9000,0.01000,"SLb2+A"
40,2243.8000,0.01000,"SLb2+B"
41,2394.9000,0.01000,"SLb2+B"
42,2547.9000,0.01000,"SLb2+B"
43,2704.6000,0.01000,"SLb2+B"
44,2865.4000,0.01000,"SLb2+B"
45,3030.8000,0.01000,"SLb2+B"
46,3202.8000,0.01000,"SLb2+B"
47,3381.8000,0.01000,"SLb2+B"
48,3563.0000,0.01000,"SLb2+B"
49,3749.7000,0.01000,"SLb2+B"
50,3941.8000,0.01000,"SLb2+B"
51,4135.9000,0.01000,"SLb2+B"
52,4332.0000,0.01000,"SLb2+B"
53,4531.4000,0.01000,"SLb2+B"
54,4735.0000,0.01000,"SLb2+B"
55,4944.1000,0.01000,"SLb2+B"
56,5158.4000,0.01000,"SLb2+B"
42,2554.8000,0.01000,"SLb2+C"
43,2713.0000,0.01000,"SLb2+C"
44,2874.6000,0.01000,"SLb2+C"
45,3041.6000,0.01000,"SLb2+C"
46,3213.6000,0.01000,"SLb2+C"
47,3393.1000,0.01000,"SLb2+C"
48,3573.7000,0.01000,"SLb2+C"
49,3760.2000,0.01000,"SLb2+C"
50,3953.2000,0.01000,"SLb2+C"
77,11281.0000,0.01000,"SLb5+1"
78,11630.0000,0.01000,"SLb5+1"
79,11989.0000,0.01000,"SLb5+1"
80,12355.0000,0.01000,"SLb5+1"
81,12723.0000,0.01000,"SLb5+1"
82,13095.0000,0.01000,"SLb5+1"
83,13478.0000,0.01000,"SLb5+1"
84,13869.0000,0.01000,"SLb5+1"
85,14265.0000,0.01000,"SLb5+1"
86,14666.0000,0.01000,"SLb5+1"
87,15069.0000,0.01000,"SLb5+1"
88,15474.0000,0.01000,"SLb5+1"
76,10961.0000,0.01000,"SLb5+2"
77,11262.0000,0.01000,"SLb5+2"
78,11587.0000,0.01000,"SLb5+2"
79,11956.0000,0.01000,"SLb5+2"
80,12348.0000,0.01000,"SLb5+2"
81,12740.0000,0.01000,"SLb5+2"
82,13115.0000,0.01000,"SLb5+2"
83,13497.0000,0.01000,"SLb5+2"
84,13887.0000,0.01000,"SLb5+2"
85,14283.0000,0.01000,"SLb5+2"
86,14683.0000,0.01000,"SLb5+2"
87,15085.0000,0.01000,"SLb5+2"
88,15489.0000,0.01000,"SLb5+2"
55,5531.3000,0.01000,"SLg10"
56,5781.2000,0.01000,"SLg10"
57,6041.2000,0.01000,"SLg10"
58,6301.8000,0.01000,"SLg10"
59,6577.5000,0.01000,"SLg10"
60,6865.5000,0.01000,"SLg10"
61,7159.7000,0.01000,"SLg10"
62,7456.8000,0.01000,"SLg10"
41,2490.5000,0.01000,"SLg1'"
42,2653.4000,0.01000,"SLg1'"
43,2822.5000,0.01000,"SLg1'"
44,2997.3000,0.01000,"SLg1'"
45,3177.5000,0.01000,"SLg1'"
46,3364.1000,0.01000,"SLg1'"
47,3555.5000,0.01000,"SLg1'"
48,3753.9000,0.01000,"SLg1'"
49,3959.4000,0.01000,"SLg1'"
50,4168.1000,0.01000,"SLg1'"
51,4356.7000,0.01000,"SLg1'"
52,4555.9000,0.01000,"SLg1'"
53,4774.6000,0.01000,"SLg1'"
54,5011.4000,0.01000,"SLg1'"
55,5265.0000,0.01000,"SLg1'"
56,5535.0000,0.01000,"SLg1'"
57,5817.3000,0.01000,"SLg1'"
58,6098.1000,0.01000,"SLg1'"
59,6370.6000,0.01000,"SLg1'"
60,6655.7000,0.01000,"SLg1'"
61,6942.1000,0.01000,"SLg1'"
62,7230.2000,0.01000,"SLg1'"
63,7526.2000,0.01000,"SLg1'"
64,7833.6000,0.01000,"SLg1'"
65,8151.7000,0.01000,"SLg1'"
66,8479.0000,0.01000,"SLg1'"
67,8814.6000,0.01000,"SLg1'"
68,9156.8000,0.01000,"SLg1'"
69,9504.2000,0.01000,"SLg1'"
70,9855.7000,0.01000,"SLg1'"
71,10210.0000,0.01000,"SLg1'"
72,10571.0000,0.01000,"SLg1'"
73,10955.0000,0.01000,"SLg1'"
74,11346.0000,0.01000,"SLg1'"
75,11746.0000,0.01000,"SLg1'"
76,12159.0000,0.01000,"SLg1'"
77,12577.0000,0.01000,"SLg1'"
78,13008.0000,0.01000,"SLg1'"
79,13446.0000,0.01000,"SLg1'"
80,13896.0000,0.01000,"SLg1'"
81,14366.0000,0.01000,"SLg1'"
82,14839.0000,0.01000,"SLg1'"
83,15325.0000,0.01000,"SLg1'"
40,2527.2000,0.01000,"SLg2'"
41,2691.0000,0.01000,"SLg2'"
42,2861.5000,0.01000,"SLg2'"
43,3033.9000,0.01000,"SLg2'"
44,3209.6000,0.01000,"SLg2'"
45,3392.7000,0.01000,"SLg2'"
46,3585.4000,0.01000,"SLg2'"
47,3783.8000,0.01000,"SLg2'"
48,3994.8400,0.00000,"SLg2'"
49,4219.2000,0.00000,"SLg2'"
50,4456.1500,0.00000,"SLg2'"
51,4705.3000,0.00000,"SLg2'"
52,4965.0700,0.00000,"SLg2'"
53,5234.5300,0.00000,"SLg2'"
54,5513.1300,0.00000,"SLg2'"
55,5799.6300,0.00000,"SLg2'"
56,6092.9900,0.00000,"SLg2'"
57,6392.4200,0.00000,"SLg2'"
58,6696.9800,0.00000,"SLg2'"
59,7005.5600,0.00000,"SLg2'"
60,7317.2600,0.00000,"SLg2'"
61,7631.2100,0.00000,"SLg2'"
62,7946.3300,0.00000,"SLg2'"
63,8261.7200,0.00000,"SLg2'"
64,8576.3900,0.00000,"SLg2'"
65,8889.4000,0.00000,"SLg2'"
66,9199.8300,0.00000,"SLg2'"
67,9506.6300,0.00000,"SLg2'"
68,9808.8400,0.00000,"SLg2'"
69,10105.6400,0.00000,"SLg2'"
70,10396.0100,0.00000,"SLg2'"
71,10678.7600,0.00000,"SLg2'"
72,10953.0000,0.01000,"SLg2'"
73,11245.0000,0.01000,"SLg2'"
74,11634.0000,0.01000,"SLg2'"
75,12047.0000,0.01000,"SLg2'"
76,12463.0000,0.01000,"SLg2'"
77,12885.0000,0.01000,"SLg2'"
78,13317.0000,0.01000,"SLg2'"
79,13754.0000,0.01000,"SLg2'"
80,14215.0000,0.01000,"SLg2'"
81,14666.0000,0.01000,"SLg2'"
82,15135.0000,0.01000,"SLg2'"
83,15652.0000,0.01000,"SLg2'"
73,11337.0000,0.01000,"SLg2''"
74,11732.0000,0.01000,"SLg2''"
75,12136.0000,0.01000,"SLg2''"
76,12555.0000,0.01000,"SLg2''"
77,12975.0000,0.01000,"SLg2''"
78,13407.0000,0.01000,"SLg2''"
79,13848.0000,0.01000,"SLg2''"
80,14292.0000,0.01000,"SLg2''"
81,14755.0000,0.01000,"SLg2''"
82,15240.0000,0.01000,"SLg2''"
58,6032.4000,0.01000,"SLg9"
59,6305.7000,0.01000,"SLg9"
60,6545.2000,0.01000,"SLg9"
61,6838.7000,0.01000,"SLg9"
62,7158.2000,0.01000,"SLg9"
63,7456.8000,0.01000,"SLg9"
64,7759.3000,0.01000,"SLg9"
65,8079.5000,0.01000,"SLg9"
66,8405.7000,0.01000,"SLg9"
67,8738.0000,0.01000,"SLg9"
68,9079.1000,0.01000,"SLg9"
69,9425.7000,0.01000,"SLg9"
70,9774.9000,0.01000,"SLg9"
71,1583.5000,0.01000,"SMa+1"
72,1646.9000,0.01000,"SMa+1"
73,1712.6000,0.01000,"SMa+1"
74,1778.7000,0.01000,"SMa+1"
75,1846.1000,0.01000,"SMa+1"
76,1914.7000,0.01000,"SMa+1"
77,1984.0000,0.01000,"SMa+1"
78,2054.1000,0.01000,"SMa+1"
79,2127.3000,0.01000,"SMa+1"
80,2201.3000,0.01000,"SMa+1"
81,2275.7000,0.01000,"SMa+1"
82,2351.1000,0.01000,"SMa+1"
83,2427.9000,0.01000,"SMa+1"
84,2506.6000,0.01000,"SMa+1"
85,2586.3000,0.01000,"SMa+1"
86,2667.1000,0.01000,"SMa+1"
87,2749.2000,0.01000,"SMa+1"
88,2832.5000,0.01000,"SMa+1"
89,2917.2000,0.01000,"SMa+1"
90,3003.3000,0.01000,"SMa+1"
91,3090.8000,0.01000,"SMa+1"
92,3179.1000,0.01000,"SMa+1"
93,3267.5000,0.01000,"SMa+1"
94,3355.9000,0.01000,"SMa+1"
95,3444.3000,0.01000,"SMa+1"
71,1585.7000,0.01000,"SMa+2"
72,1649.0000,0.01000,"SMa+2"
73,1714.9000,0.01000,"SMa+2"
74,1781.1000,0.01000,"SMa+2"
75,1847.5000,0.01000,"SMa+2"
76,1915.6000,0.01000,"SMa+2"
77,1986.3000,0.01000,"SMa+2"
78,2058.3000,0.01000,"SMa+2"
79,2131.3000,0.01000,"SMa+2"
80,2206.3000,0.01000,"SMa+2"
81,2281.3000,0.01000,"SMa+2"
82,2355.1000,0.01000,"SMa+2"
83,2431.9000,0.01000,"SMa+2"
84,2510.6000,0.01000,"SMa+2"
85,2590.5000,0.01000,"SMa+2"
86,2671.7000,0.01000,"SMa+2"
87,2754.2000,0.01000,"SMa+2"
88,2837.9000,0.01000,"SMa+2"
89,2923.0000,0.01000,"SMa+2"
90,3009.4000,0.01000,"SMa+2"
91,3097.1000,0.01000,"SMa+2"
92,3185.4000,0.01000,"SMa+2"
93,3273.8000,0.01000,"SMa+2"
94,3362.2000,0.01000,"SMa+2"
95,3450.6000,0.01000,"SMa+2"
79,2132.8000,0.01000,"SMa+3"
80,2209.2000,0.01000,"SMa+3"
81,2283.9000,0.01000,"SMa+3"
82,2357.4000,0.01000,"SMa+3"
83,2434.6000,0.01000,"SMa+3"
70,1529.1000,0.01000,"SMa+4"
71,1587.6000,0.01000,"SMa+4"
72,1652.0000,0.01000,"SMa+4"
73,1718.5000,0.01000,"SMa+4"
74,1784.7000,0.01000,"SMa+4"
75,1852.5000,0.01000,"SMa+4"
76,1921.3000,0.01000,"SMa+4"
77,1990.7000,0.01000,"SMa+4"
78,2063.9000,0.01000,"SMa+4"
79,2136.1000,0.01000,"SMa+4"
80,2211.8000,0.01000,"SMa+4"
81,2287.8000,0.01000,"SMa+4"
82,2361.3000,0.01000,"SMa+4"
83,2439.3000,0.01000,"SMa+4"
84,2519.9000,0.01000,"SMa+4"
85,2602.0000,0.01000,"SMa+4"
86,2685.3000,0.01000,"SMa+4"
87,2769.5000,0.01000,"SMa+4"
88,2854.5000,0.01000,"SMa+4"
89,2940.1000,0.01000,"SMa+4"
90,3025.9000,0.01000,"SMa+4"
91,3111.9000,0.01000,"SMa+4"
92,3198.0000,0.01000,"SMa+4"
93,3284.1000,0.01000,"SMa+4"
94,3370.1000,0.01000,"SMa+4"
95,3456.2000,0.01000,"SMa+4"
72,1698.9000,0.01000,"SMb1"
73,1767.7000,0.01000,"SMb1"
74,1837.3000,0.01000,"SMb1"
75,1908.9000,0.01000,"SMb1"
76,1982.1000,0.01000,"SMb1"
77,2056.0000,0.01000,"SMb1"
78,2130.7000,0.01000,"SMb1"
79,2208.3000,0.01000,"SMb1"
80,2286.8000,0.01000,"SMb1"
81,2366.0000,0.01000,"SMb1"
82,2447.0000,0.01000,"SMb1"
83,2530.2000,0.01000,"SMb1"
84,2614.9000,0.01000,"SMb1"
85,2700.8000,0.01000,"SMb1"
86,2788.0000,0.01000,"SMb1"
87,2876.7000,0.01000,"SMb1"
88,2966.8000,0.01000,"SMb1"
89,3058.6000,0.01000,"SMb1"
90,3152.0000,0.01000,"SMb1"
91,3247.1000,0.01000,"SMb1"
92,3343.1000,0.01000,"SMb1"
93,3439.2000,0.01000,"SMb1"
94,3535.3000,0.01000,"SMb1"
95,3631.4000,0.01000,"SMb1"
64,1216.4000,0.01000,"SMb2"
65,1271.9000,0.01000,"SMb2"
66,1329.0000,0.01000,"SMb2"
67,1387.3000,0.01000,"SMb2"
68,1447.4000,0.01000,"SMb2"
69,1508.4000,0.01000,"SMb2"
70,1571.9000,0.01000,"SMb2"
71,1634.5000,0.01000,"SMb2"
72,1701.7000,0.01000,"SMb2"
73,1771.4000,0.01000,"SMb2"
74,1841.6000,0.01000,"SMb2"
75,1912.4000,0.01000,"SMb2"
76,1985.1000,0.01000,"SMb2"
77,2060.0000,0.01000,"SMb2"
78,2135.1000,0.01000,"SMb2"
79,2212.3000,0.01000,"SMb2"
80,2290.6000,0.01000,"SMb2"
81,2370.4000,0.01000,"SMb2"
82,2452.3000,0.01000,"SMb2"
83,2535.7000,0.01000,"SMb2"
84,2620.4000,0.01000,"SMb2"
85,2706.4000,0.01000,"SMb2"
86,2793.8000,0.01000,"SMb2"
87,2882.6000,0.01000,"SMb2"
88,2973.0000,0.01000,"SMb2"
89,3065.0000,0.01000,"SMb2"
90,3158.6000,0.01000,"SMb2"
91,3253.9000,0.01000,"SMb2"
92,3350.1000,0.01000,"SMb2"
93,3446.4000,0.01000,"SMb2"
94,3542.8000,0.01000,"SMb2"
95,3639.1000,0.01000,"SMb2"
70,1573.2000,0.01000,"SMb3"
71,1638.5000,0.01000,"SMb3"
72,1705.0000,0.01000,"SMb3"
73,1773.7000,0.01000,"SMb3"
74,1844.7000,0.01000,"SMb3"
75,1917.8000,0.01000,"SMb3"
76,1991.7000,0.01000,"SMb3"
77,2065.1000,0.01000,"SMb3"
78,2138.7000,0.01000,"SMb3"
79,2217.1000,0.01000,"SMb3"
80,2295.7000,0.01000,"SMb3"
81,2374.9000,0.01000,"SMb3"
82,2456.9000,0.01000,"SMb3"
83,2541.3000,0.01000,"SMb3"
84,2626.6000,0.01000,"SMb3"
85,2712.6000,0.01000,"SMb3"
86,2799.6000,0.01000,"SMb3"
87,2888.0000,0.01000,"SMb3"
88,2978.0000,0.01000,"SMb3"
89,3070.1000,0.01000,"SMb3"
90,3164.5000,0.01000,"SMb3"
91,3261.3000,0.01000,"SMb3"
92,3359.4000,0.01000,"SMb3"
93,3457.8000,0.01000,"SMb3"
94,3556.1000,0.01000,"SMb3"
95,3654.5000,0.01000,"SMb3"
81,2577.7000,0.01000,"SMg'"
82,2660.9000,0.01000,"SMg'"
83,2745.9000,0.01000,"SMg'"
84,2832.4000,0.01000,"SMg'"
85,2920.1000,0.01000,"SMg'"
86,3009.2000,0.01000,"SMg'"
87,3099.7000,0.01000,"SMg'"
88,3191.5000,0.01000,"SMg'"
89,3284.9000,0.01000,"SMg'"
90,3379.7000,0.01000,"SMg'"
91,3475.9000,0.01000,"SMg'"
92,3572.9000,0.01000,"SMg'"
93,3670.0000,0.01000,"SMg'"
94,3767.2000,0.01000,"SMg'"
95,3864.3000,0.01000,"SMg'"
