   1.000000E+01  1.000000E-35  1.000000E-35
   3.000000E+01  1.000000E-35  1.000000E-35
   5.000001E+01  1.000000E-35  1.000000E-35
   7.000001E+01  1.000000E-35  1.000000E-35
   9.000001E+01  1.000000E-35  1.000000E-35
   1.100000E+02  1.000000E-35  1.000000E-35
   1.300000E+02  1.000000E-35  1.000000E-35
   1.500000E+02  1.000000E-35  1.000000E-35
   1.700000E+02  1.000000E-35  1.000000E-35
   1.900000E+02  1.000000E-35  1.000000E-35
   2.100000E+02  1.000000E-35  1.000000E-35
   2.300000E+02  1.000000E-35  1.000000E-35
   2.500000E+02  1.000000E-35  1.000000E-35
   2.700000E+02  1.000000E-35  1.000000E-35
   2.900000E+02  1.000000E-35  1.000000E-35
   3.100000E+02  1.000000E-35  1.000000E-35
   3.300000E+02  1.000000E-35  1.000000E-35
   3.500000E+02  1.000000E-35  1.000000E-35
   3.700000E+02  1.000000E-35  1.000000E-35
   3.900000E+02  1.000000E-35  1.000000E-35
   4.100000E+02  1.000000E-35  1.000000E-35
   4.300000E+02  1.000000E-35  1.000000E-35
   4.500000E+02  1.000000E-35  1.000000E-35
   4.700000E+02  1.000000E-35  1.000000E-35
   4.900000E+02  1.000000E-35  1.000000E-35
   5.100001E+02  1.000000E-35  1.000000E-35
   5.300001E+02  1.000000E-35  1.000000E-35
   5.500001E+02  1.000000E-35  1.000000E-35
   5.700001E+02  1.000000E-35  1.000000E-35
   5.900001E+02  1.000000E-35  1.000000E-35
   6.100001E+02  1.000000E-35  1.000000E-35
   6.300001E+02  1.000000E-35  1.000000E-35
   6.500001E+02  1.000000E-35  1.000000E-35
   6.700001E+02  1.000000E-35  1.000000E-35
   6.900001E+02  1.000000E-35  1.000000E-35
   7.100001E+02  1.000000E-35  1.000000E-35
   7.300001E+02  1.000000E-35  1.000000E-35
   7.500001E+02  1.000000E-35  1.000000E-35
   7.700001E+02  1.000000E-35  1.000000E-35
   7.900001E+02  1.000000E-35  1.000000E-35
   8.100001E+02  1.000000E-35  1.000000E-35
   8.300001E+02  1.000000E-35  1.000000E-35
   8.500001E+02  1.000000E-35  1.000000E-35
   8.700001E+02  1.000000E-35  1.000000E-35
   8.900001E+02  1.000000E-35  1.000000E-35
   9.100001E+02  1.000000E-35  1.000000E-35
   9.300001E+02  1.000000E-35  1.000000E-35
   9.500001E+02  1.000000E-35  1.000000E-35
   9.700001E+02  1.000000E-35  1.000000E-35
   9.900001E+02  1.000000E-35  1.000000E-35
   1.010000E+03  1.000000E-35  1.000000E-35
   1.030000E+03  1.000000E-35  1.000000E-35
   1.050000E+03  1.000000E-35  1.000000E-35
   1.070000E+03  1.000000E-35  1.000000E-35
   1.090000E+03  1.000000E-35  1.000000E-35
   1.110000E+03  1.000000E-35  1.000000E-35
   1.130000E+03  1.000000E-35  1.000000E-35
   1.150000E+03  1.000000E-35  1.000000E-35
   1.170000E+03  1.000000E-35  1.000000E-35
   1.190000E+03  1.000000E-35  1.000000E-35
