E(ev)->, Z(nm)|	50	Error	150	Error	250	Error	350	Error	450	Error	550	Error	650	Error	750	Error	850	Error	950	Error	1050	Error	1150	Error	1250	Error	1350	Error	1450	Error	1550	Error	1650	Error	1750	Error	1850	Error	1950	Error	2050	Error	2150	Error	2250	Error	2350	Error	2450	Error	2550	Error	2650	Error	2750	Error	2850	Error	2950	Error	3050	Error	3150	Error	3250	Error	3350	Error	3450	Error	3550	Error	3650	Error	3750	Error	3850	Error	3950	Error	4050	Error	4150	Error	4250	Error	4350	Error	4450	Error	4550	Error	4650	Error	4750	Error	4850	Error	4950	Error	5050	Error	5150	Error	5250	Error	5350	Error	5450	Error	5550	Error	5650	Error	5750	Error	5850	Error	5950	Error	6050	Error	6150	Error	6250	Error	6350	Error	6450	Error	6550	Error	6650	Error	6750	Error	6850	Error	6950	Error	7050	Error	7150	Error	7250	Error	7350	Error	7450	Error	7550	Error	7650	Error	7750	Error	7850	Error	7950	Error	8050	Error	8150	Error	8250	Error	8350	Error	8450	Error	8550	Error	8650	Error	8750	Error	8850	Error	8950	Error	9050	Error	9150	Error	9250	Error	9350	Error	9450	Error	9550	Error	9650	Error	9750	Error	9850	Error	9950	Error	
-1176.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1162.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1149.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1136.4	0.0073959	0.0073922	0.006712	0.00670864	0.00624499	0.00624186	0.00591146	0.0059085	0.00566497	0.00566213	0.0054775	0.00547476	0.00533112	0.00532845	0.00521375	0.00521114	0.00511694	0.00511438	0.00434199	0.00433982	0.00514925	0.00514668	0.00479624	0.00479384	0.00520546	0.00520286	0.00539764	0.00539494	0.00667744	0.0066741	0.00792767	0.0079237	0.00862365	0.00861934	0.00877171	0.00876732	0.0052676	0.00526496	0.00347345	0.00347171	0.0015045	0.00150374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1123.11	0.0260646	0.0260516	0.0219164	0.0219054	0.0204907	0.0204804	0.0196756	0.0196658	0.0191465	0.0191369	0.0197283	0.0197185	0.0155992	0.0155914	0.0191157	0.0191061	0.0179849	0.0179759	0.0155484	0.0155406	0.0114028	0.0113971	0.007344	0.00734032	0.00646023	0.006457	0.00534376	0.00534108	0.0066051	0.0066018	0.00324378	0.00324216	0.00333685	0.00333518	0.0036171	0.00361529	0.00407121	0.00406918	0.00369518	0.00369333	0.00479957	0.00479717	0.00464407	0.00464175	0.00147133	0.00147059	0.000412248	0.000412042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1109.82	0.00363995	0.00363813	0.00328137	0.00327973	0.00301445	0.00301294	0.00280965	0.00280824	0.0026488	0.00264747	0.00252012	0.00251885	0.0024156	0.00241439	0.00232963	0.00232847	0.00225813	0.002257	0.00219807	0.00219697	0.00214714	0.00214607	0.00210356	0.00210251	0.00206592	0.00206489	0.00203309	0.00203207	0.00200414	0.00200314	0.00197833	0.00197734	0.00154603	0.00154526	0.0012941	0.00129346	0.000995038	0.00099454	0.00270532	0.00270397	0.00226821	0.00226707	0.00234291	0.00234174	0.00170295	0.0017021	0.00226971	0.00226858	0.00151759	0.00151683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1096.53	0.0677804	0.0456093	0.0553853	0.0373156	0.0468069	0.0313131	0.0418843	0.0278477	0.0387348	0.0257766	0.0394595	0.0266199	0.037432	0.0250978	0.0362967	0.0251175	0.0358203	0.0249058	0.0353845	0.0244678	0.0360932	0.0247068	0.0365116	0.0256451	0.0349254	0.0236929	0.0389302	0.0264558	0.0366761	0.0246228	0.0339636	0.0226895	0.033592	0.0233236	0.0332507	0.0226546	0.0292054	0.0198076	0.0257074	0.0175162	0.0229399	0.0161736	0.0230867	0.0155317	0.0176131	0.012409	0.0158751	0.0118472	0.00929106	0.00659363	0.00383415	0.00314358	0.00126523	0.0012646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1083.24	0.0174516	0.0100896	0.0163715	0.0094705	0.0156293	0.00904663	0.0151109	0.00875158	0.0147483	0.00854613	0.0144982	0.00840537	0.0143315	0.00831262	0.014233	0.00825912	0.0143667	0.00833902	0.0143195	0.00831494	0.0143041	0.00830955	0.0143134	0.00831876	0.0156828	0.00916516	0.0157465	0.00920411	0.0143417	0.00853396	0.0139818	0.00844942	0.013527	0.00843109	0.0117751	0.00768744	0.0133031	0.00790221	0.0155611	0.00983718	0.0171529	0.0109134	0.0136059	0.00853629	0.0160664	0.0102666	0.0154338	0.00987846	0.0136254	0.00857927	0.0106604	0.00776302	0.0080134	0.00658434	0.00588002	0.00474955	0.00360789	0.00297135	0.00695905	0.00656505	0.00648436	0.00648112	0.00248646	0.00248522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1069.95	0.0432802	0.0272003	0.0344786	0.0201872	0.0330192	0.0194331	0.0318954	0.0188522	0.0323915	0.019581	0.0324882	0.0199153	0.0315318	0.0192716	0.0306854	0.0186824	0.0298343	0.0180572	0.0328028	0.0207885	0.0330145	0.0210558	0.0330496	0.0211427	0.0331293	0.0212531	0.0332447	0.0213816	0.0340694	0.0221484	0.0357144	0.0236697	0.0349476	0.0229505	0.0365882	0.0247427	0.0356804	0.0250271	0.0319952	0.0206843	0.0365773	0.0238393	0.0361797	0.0227703	0.0346405	0.0214249	0.0313332	0.0184797	0.030923	0.0183578	0.0227342	0.0130188	0.0166022	0.0093265	0.0154508	0.00847993	0.0117932	0.00663242	0.00991247	0.00664888	0.00866712	0.00668365	0.00791043	0.00572952	0.0076339	0.00569439	0.00596004	0.00424055	0.0021547	0.0019911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1056.66	0.0473083	0.0237813	0.0388777	0.0182271	0.0350664	0.016081	0.0337061	0.0155208	0.0316321	0.0143912	0.0311702	0.0142973	0.0298066	0.0135473	0.0285555	0.0128536	0.0274029	0.0122191	0.0274375	0.0123187	0.026533	0.0118739	0.0251208	0.0111505	0.0235412	0.0103804	0.0215416	0.00951641	0.0219671	0.0101625	0.0226182	0.0113058	0.0226528	0.0115937	0.0218073	0.0109836	0.0249405	0.0132972	0.0244602	0.0128887	0.0243876	0.0125973	0.0249602	0.0134894	0.0242933	0.0136356	0.0242952	0.0138999	0.0243385	0.0137752	0.0185261	0.0100527	0.0169534	0.00947295	0.0143135	0.00785616	0.0112346	0.00646377	0.0102445	0.00641146	0.00832459	0.00548642	0.00785616	0.00524383	0.0104398	0.00701271	0.00947054	0.00558347	0.00802064	0.00467285	0.00391134	0.00390938	0.00215332	0.00215224	0.000244305	0.000244183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1043.37	0.0915808	0.0435754	0.0723927	0.0337009	0.0667273	0.0308181	0.0593116	0.0272373	0.0551859	0.0249527	0.0512206	0.0232308	0.0495341	0.0224675	0.0523424	0.0235602	0.0556328	0.02626	0.0592249	0.0282794	0.0592663	0.0288964	0.05798	0.029295	0.0557531	0.0279119	0.0532472	0.0252494	0.0569221	0.0260257	0.048609	0.0230728	0.0486152	0.0232502	0.0545701	0.0252188	0.048345	0.0226718	0.0426422	0.0203453	0.0360723	0.0173251	0.0336673	0.0159195	0.0275	0.0126132	0.0268482	0.0123883	0.0190841	0.00904728	0.0186536	0.00949364	0.0201099	0.0116233	0.0172206	0.00900392	0.0170131	0.00890618	0.0160471	0.00848603	0.0175922	0.00952773	0.0169735	0.00924293	0.0210053	0.0115631	0.0155027	0.00894123	0.0133163	0.00842888	0.0122596	0.00916075	0.00955565	0.00742969	0.00753699	0.00585682	0.00402058	0.00391385	0.00354806	0.00354629	0.000289506	0.000289361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1030.07	0.0517102	0.0214131	0.0466845	0.0191579	0.0430027	0.0175455	0.0402032	0.0163435	0.0380198	0.0154232	0.0365559	0.0149008	0.0346802	0.0139917	0.033042	0.0131923	0.0317959	0.0126203	0.0309755	0.0122997	0.031768	0.0130756	0.0339058	0.0149864	0.0321614	0.0128867	0.032571	0.0128838	0.0340665	0.0141744	0.0376503	0.0177318	0.03827	0.0182412	0.0395738	0.0187939	0.0372038	0.0158895	0.0362609	0.0148475	0.0375162	0.015026	0.032226	0.0127756	0.0364903	0.0150957	0.0383836	0.0163751	0.0352368	0.0153881	0.0302378	0.0151501	0.0249755	0.0123184	0.0261094	0.0132278	0.0201461	0.010887	0.0175102	0.0101877	0.0176731	0.010249	0.0177482	0.0103209	0.0171175	0.0102774	0.0189652	0.0107439	0.0245521	0.0140753	0.0256261	0.0152177	0.0206154	0.0133777	0.0208856	0.0133044	0.0153836	0.0118636	0.0146219	0.0113353	0.00876292	0.00803882	0.00676579	0.00676241	0.00338706	0.00338537	0.00242793	0.00242672	0.00105026	0.00104973	0.00104011	0.00103959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1016.78	0.0472046	0.0187936	0.0436449	0.0173679	0.0409183	0.0162639	0.0387797	0.0153902	0.0370721	0.0146874	0.0356897	0.014115	0.0345583	0.0136446	0.0336245	0.0132551	0.0328484	0.0129308	0.0321997	0.0126596	0.0316549	0.012432	0.0311954	0.0122405	0.0308063	0.0120789	0.0304756	0.0119422	0.0320858	0.0123345	0.0332497	0.0127284	0.0338902	0.0128679	0.0321301	0.0129092	0.0305383	0.0122477	0.0320656	0.0132094	0.032304	0.0134384	0.032966	0.0139516	0.0333984	0.0140915	0.0351479	0.0156921	0.0371753	0.0164596	0.0355689	0.0159995	0.0354542	0.0159896	0.0301554	0.0144487	0.0308397	0.0158241	0.0330284	0.0153285	0.0331353	0.0153991	0.0280033	0.0144074	0.0297508	0.0157089	0.0265005	0.0143481	0.023623	0.0149128	0.0211263	0.0149142	0.0225232	0.0153682	0.0279607	0.0164816	0.0270429	0.016365	0.026003	0.016189	0.0195977	0.0153097	0.0206423	0.0176915	0.0183171	0.0172137	0.0177272	0.0172929	0.0152049	0.0151973	0.0158177	0.0158097	0.0157483	0.0157404	0.0172995	0.0172909	0.0148754	0.014868	0.0132844	0.0132777	0.0105416	0.0105364	0.00740612	0.00740242	0.00593661	0.00593364	0.00387849	0.00387656	0.000926785	0.000926321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
