#E Channel (eV)	Total	Background	Characteristic	
5	0.178061	0.178061	0	
15	0.628203	0.628203	0	
25	1.82391	1.82391	0	
35	4.42357	4.42357	0	
45	9.1907	9.1907	0	
55	16.5086	16.5086	0	
65	25.7524	25.7524	0	
75	34.961	34.961	0	
85	41.3432	41.3432	0	
95	42.6428	42.6428	0	
105	38.4942	38.4942	0	
115	30.6358	30.6358	0	
125	21.7486	21.7486	0	
135	13.9882	13.9882	0	
145	8.24973	8.24973	0	
155	4.47766	4.47766	0	
165	2.21364	2.21364	0	
175	0.990674	0.990674	0	
185	0.478853	0.478853	0	
195	0.495219	0.495219	0	
205	1.09495	1.09495	0	
215	2.55476	2.55476	0	
225	5.24413	5.24413	0	
235	9.38192	9.38192	0	
245	14.7563	14.7563	0	
255	20.5783	20.5783	0	
265	25.6488	25.6488	0	
275	28.8272	28.8272	0	
285	29.5717	29.5717	0	
295	28.2252	28.2252	0	
305	25.8336	25.8336	0	
315	23.6033	23.6033	0	
325	22.3676	22.3676	0	
335	22.404	22.404	0	
345	23.5779	23.5779	0	
355	25.6333	25.6333	0	
365	28.3658	28.3658	0	
375	31.6562	31.6562	0	
385	35.4277	35.4277	0	
395	39.6267	39.6267	0	
405	44.2406	44.2406	0	
415	49.2913	49.2913	0	
425	54.8067	54.8067	0	
435	60.7779	60.7779	0	
445	67.1347	67.1347	0	
455	73.7577	73.7577	0	
465	80.4411	80.4411	0	
475	87.0071	87.0071	0	
485	93.2015	93.2015	0	
495	98.7126	98.7126	0	
505	103.355	103.355	0	
515	106.745	106.745	0	
525	109.189	109.189	0	
535	111.216	111.216	0	
545	113.502	113.502	0	
555	116.565	116.565	0	
565	120.578	120.578	0	
575	125.398	125.398	0	
585	130.735	130.735	0	
595	136.314	136.314	0	
605	141.947	141.947	0	
615	147.552	147.552	0	
625	153.034	153.034	0	
635	158.374	158.374	0	
645	163.548	163.548	0	
655	168.535	168.535	0	
665	173.439	173.439	0	
675	178.003	178.003	0	
685	182.336	182.336	0	
695	186.438	186.438	0	
705	190.316	190.316	0	
715	193.984	193.984	0	
725	197.456	197.456	0	
735	200.744	200.744	0	
745	203.855	203.855	0	
755	206.791	206.791	0	
765	209.55	209.55	0	
775	212.135	212.135	0	
785	214.547	214.547	0	
795	216.793	216.793	0	
805	218.88	218.88	0	
815	220.817	220.817	0	
825	222.609	222.609	0	
835	224.258	224.258	0	
845	225.767	225.767	0	
855	227.138	227.138	0	
865	228.376	228.376	0	
875	229.485	229.485	0	
885	230.471	230.471	0	
895	231.34	231.34	0	
905	232.094	232.094	0	
915	232.736	232.736	0	
925	233.269	233.269	0	
935	233.696	233.696	0	
945	234.026	234.026	0	
955	234.266	234.266	0	
965	234.425	234.425	0	
975	234.506	234.506	0	
985	234.511	234.511	0	
995	234.442	234.442	0	
1005	234.3	234.3	0	
1015	234.088	234.088	0	
1025	233.811	233.811	0	
1035	233.474	233.474	0	
1045	233.081	233.081	0	
1055	232.636	232.636	0	
1065	232.144	232.144	0	
1075	231.607	231.607	0	
1085	231.234	231.234	0	
1095	230.621	230.621	0	
1105	229.969	229.969	0	
1115	229.276	229.276	0	
1125	228.542	228.542	0	
1135	227.763	227.763	0	
1145	226.941	226.941	0	
1155	226.077	226.077	0	
1165	225.173	225.173	0	
1175	224.233	224.233	0	
1185	223.261	223.261	0	
1195	222.263	222.263	0	
1205	221.245	221.245	0	
1215	220.214	220.214	0	
1225	219.174	219.174	0	
1235	218.129	218.129	0	
1245	217.081	217.081	0	
1255	216.028	216.028	0	
1265	215.173	215.173	0	
1275	214.106	214.106	0	
1285	213.024	213.024	0	
1295	211.917	211.917	0	
1305	210.773	210.773	0	
1315	209.583	209.583	0	
1325	208.337	208.337	0	
1335	207.03	207.03	0	
1345	205.668	205.668	0	
1355	204.264	204.264	0	
1365	202.842	202.842	0	
1375	201.434	201.434	0	
1385	200.078	200.078	0	
1395	469.032	198.817	270.215	
1405	908.221	197.689	710.532	
1415	1867.86	196.732	1671.13	
1425	3711.47	195.97	3515.5	
1435	6810.22	195.416	6614.8	
1445	11327.7	195.055	11132.7	
1455	16953.3	194.847	16758.4	
1465	22763.1	194.715	22568.4	
1475	27379.3	194.542	27184.7	
1485	29489.1	194.188	29294.9	
1495	28442.2	193.481	28248.8	
1505	24578.7	192.234	24386.4	
1515	19055.3	190.256	18865	
1525	13291	187.379	13103.6	
1535	8389.3	183.478	8205.83	
1545	4849.23	178.504	4670.73	
1555	2626.53	172.495	2454.03	
1565	1387.48	165.579	1221.9	
1575	755.937	157.954	597.983	
1585	314.039	149.862	164.177	
1595	251.185	141.562	109.623	
1605	198.943	133.316	65.6272	
1615	160.605	125.379	35.2255	
1625	134.943	117.991	16.952	
1635	118.68	111.366	7.3144	
1645	108.508	105.678	2.82961	
1655	101.045	101.045	0	
1665	97.5215	97.5215	0	
1675	95.0823	95.0823	0	
1685	93.6461	93.6461	0	
1695	93.0811	93.0811	0	
1705	93.2173	93.2173	0	
1715	93.8675	93.8675	0	
1725	94.8431	94.8431	0	
1735	95.9677	95.9677	0	
1745	97.1682	97.1682	0	
1755	98.1541	98.1541	0	
1765	98.9189	98.9189	0	
1775	99.4032	99.4032	0	
1785	99.5733	99.5733	0	
1795	99.4168	99.4168	0	
1805	98.9415	98.9415	0	
1815	98.1785	98.1785	0	
1825	97.1872	97.1872	0	
1835	96.055	96.055	0	
1845	94.888	94.888	0	
1855	93.7917	93.7917	0	
1865	92.8494	92.8494	0	
1875	92.1069	92.1069	0	
1885	91.5695	91.5695	0	
